gene_claim_name	nomenclature	concept_id	gene_name	source_db_name	source_db_version
MAST2	Gene Symbol	hgnc:19035	MAST2	CarisMolecularIntelligence	9/4/20
KIT	Gene Symbol	hgnc:6342	KIT	CarisMolecularIntelligence	9/4/20
LMO2	Gene Symbol	hgnc:6642	LMO2	CarisMolecularIntelligence	9/4/20
KNL1	Gene Symbol	hgnc:24054	KNL1	CarisMolecularIntelligence	9/4/20
KLF4	Gene Symbol	hgnc:6348	KLF4	CarisMolecularIntelligence	9/4/20
LPP	Gene Symbol	hgnc:6679	LPP	CarisMolecularIntelligence	9/4/20
KIF5B	Gene Symbol	hgnc:6324	KIF5B	CarisMolecularIntelligence	9/4/20
MSH6	Gene Symbol	hgnc:7329	MSH6	CarisMolecularIntelligence	9/4/20
MALT1	Gene Symbol	hgnc:6819	MALT1	CarisMolecularIntelligence	9/4/20
MKL1	Gene Symbol	hgnc:14334	MRTFA	CarisMolecularIntelligence	9/4/20
LIFR	Gene Symbol	hgnc:6597	LIFR	CarisMolecularIntelligence	9/4/20
LRIG3	Gene Symbol	hgnc:30991	LRIG3	CarisMolecularIntelligence	9/4/20
LGR5	Gene Symbol	hgnc:4504	LGR5	CarisMolecularIntelligence	9/4/20
MAST1	Gene Symbol	hgnc:19034	MAST1	CarisMolecularIntelligence	9/4/20
LASP1	Gene Symbol	hgnc:6513	LASP1	CarisMolecularIntelligence	9/4/20
KMT2A	Gene Symbol	hgnc:7132	KMT2A	CarisMolecularIntelligence	9/4/20
KIAA1549	Gene Symbol	hgnc:22219	KIAA1549	CarisMolecularIntelligence	9/4/20
LCK	Gene Symbol	hgnc:6524	LCK	CarisMolecularIntelligence	9/4/20
MN1	Gene Symbol	hgnc:7180	MN1	CarisMolecularIntelligence	9/4/20
KEAP1	Gene Symbol	hgnc:23177	KEAP1	CarisMolecularIntelligence	9/4/20
MDM2	Gene Symbol	hgnc:6973	MDM2	CarisMolecularIntelligence	9/4/20
MSN	Gene Symbol	hgnc:7373	MSN	CarisMolecularIntelligence	9/4/20
MTCP1	Gene Symbol	hgnc:7423	MTCP1	CarisMolecularIntelligence	9/4/20
MEN1	Gene Symbol	hgnc:7010	MEN1	CarisMolecularIntelligence	9/4/20
MSI2	Gene Symbol	hgnc:18585	MSI2	CarisMolecularIntelligence	9/4/20
MEF2B	Gene Symbol	hgnc:39979	BORCS8-MEF2B	CarisMolecularIntelligence	9/4/20
NSD3	Gene Symbol	hgnc:12767	NSD3	CarisMolecularIntelligence	9/4/20
NBN	Gene Symbol	hgnc:7652	NBN	CarisMolecularIntelligence	9/4/20
PBX1	Gene Symbol	hgnc:8632	PBX1	CarisMolecularIntelligence	9/4/20
MYH9	Gene Symbol	hgnc:7579	MYH9	CarisMolecularIntelligence	9/4/20
MYD88	Gene Symbol	hgnc:7562	MYD88	CarisMolecularIntelligence	9/4/20
MUC1	Gene Symbol	hgnc:7508	MUC1	CarisMolecularIntelligence	9/4/20
NFKBIA	Gene Symbol	hgnc:7797	NFKBIA	CarisMolecularIntelligence	9/4/20
MUTYH	Gene Symbol	hgnc:7527	MUTYH	CarisMolecularIntelligence	9/4/20
NDRG1	Gene Symbol	hgnc:7679	NDRG1	CarisMolecularIntelligence	9/4/20
PCM1	Gene Symbol	hgnc:8727	PCM1	CarisMolecularIntelligence	9/4/20
NOTCH1	Gene Symbol	hgnc:7881	NOTCH1	CarisMolecularIntelligence	9/4/20
PAX5	Gene Symbol	hgnc:8619	PAX5	CarisMolecularIntelligence	9/4/20
NUTM2B	Gene Symbol	hgnc:23445	NUTM2B	CarisMolecularIntelligence	9/4/20
NSD2	Gene Symbol	hgnc:12766	NSD2	CarisMolecularIntelligence	9/4/20
PAX8	Gene Symbol	hgnc:8622	PAX8	CarisMolecularIntelligence	9/4/20
NUTM1	Gene Symbol	hgnc:29919	NUTM1	CarisMolecularIntelligence	9/4/20
NRAS	Gene Symbol	hgnc:7989	NRAS	CarisMolecularIntelligence	9/4/20
NRG1	Gene Symbol	hgnc:7997	NRG1	CarisMolecularIntelligence	9/4/20
NR4A3	Gene Symbol	hgnc:7982	NR4A3	CarisMolecularIntelligence	9/4/20
NUP214	Gene Symbol	hgnc:8064	NUP214	CarisMolecularIntelligence	9/4/20
PAFAH1B2	Gene Symbol	hgnc:8575	PAFAH1B2	CarisMolecularIntelligence	9/4/20
NCOA1	Gene Symbol	hgnc:7668	NCOA1	CarisMolecularIntelligence	9/4/20
PDCD1LG2	Gene Symbol	hgnc:18731	PDCD1LG2	CarisMolecularIntelligence	9/4/20
PAX7	Gene Symbol	hgnc:8621	PAX7	CarisMolecularIntelligence	9/4/20
PAK3	Gene Symbol	hgnc:8592	PAK3	CarisMolecularIntelligence	9/4/20
MYCN	Gene Symbol	hgnc:7559	MYCN	CarisMolecularIntelligence	9/4/20
MTOR	Gene Symbol	hgnc:3942	MTOR	CarisMolecularIntelligence	9/4/20
NFE2L2	Gene Symbol	hgnc:7782	NFE2L2	CarisMolecularIntelligence	9/4/20
NF2	Gene Symbol	hgnc:7773	NF2	CarisMolecularIntelligence	9/4/20
MYC	Gene Symbol	hgnc:7553	MYC	CarisMolecularIntelligence	9/4/20
NTRK3	Gene Symbol	hgnc:8033	NTRK3	CarisMolecularIntelligence	9/4/20
NFKB2	Gene Symbol	hgnc:7795	NFKB2	CarisMolecularIntelligence	9/4/20
PAX3	Gene Symbol	hgnc:8617	PAX3	CarisMolecularIntelligence	9/4/20
NPM1	Gene Symbol	hgnc:7910	NPM1	CarisMolecularIntelligence	9/4/20
NSD1	Gene Symbol	hgnc:14234	NSD1	CarisMolecularIntelligence	9/4/20
NOTCH2	Gene Symbol	hgnc:7882	NOTCH2	CarisMolecularIntelligence	9/4/20
NUMA1	Gene Symbol	hgnc:8059	NUMA1	CarisMolecularIntelligence	9/4/20
MYH11	Gene Symbol	hgnc:7569	MYH11	CarisMolecularIntelligence	9/4/20
P2RY8	Gene Symbol	hgnc:15524	P2RY8	CarisMolecularIntelligence	9/4/20
MYB	Gene Symbol	hgnc:7545	MYB	CarisMolecularIntelligence	9/4/20
MUSK	Gene Symbol	hgnc:7525	MUSK	CarisMolecularIntelligence	9/4/20
NT5C2	Gene Symbol	hgnc:8022	NT5C2	CarisMolecularIntelligence	9/4/20
PALB2	Gene Symbol	hgnc:26144	PALB2	CarisMolecularIntelligence	9/4/20
NCOA4	Gene Symbol	hgnc:7671	NCOA4	CarisMolecularIntelligence	9/4/20
NIN	Gene Symbol	hgnc:14906	NIN	CarisMolecularIntelligence	9/4/20
PDCD1	Gene Symbol	hgnc:8760	PDCD1	CarisMolecularIntelligence	9/4/20
NF1	Gene Symbol	hgnc:7765	NF1	CarisMolecularIntelligence	9/4/20
NUP98	Gene Symbol	hgnc:8068	NUP98	CarisMolecularIntelligence	9/4/20
PPARG	Gene Symbol	hgnc:9236	PPARG	CarisMolecularIntelligence	9/4/20
PTPRC	Gene Symbol	hgnc:9666	PTPRC	CarisMolecularIntelligence	9/4/20
PDGFRA	Gene Symbol	hgnc:8803	PDGFRA	CarisMolecularIntelligence	9/4/20
PML	Gene Symbol	hgnc:9113	PML	CarisMolecularIntelligence	9/4/20
REL	Gene Symbol	hgnc:9954	REL	CarisMolecularIntelligence	9/4/20
RAP1GDS1	Gene Symbol	hgnc:9859	RAP1GDS1	CarisMolecularIntelligence	9/4/20
RABEP1	Gene Symbol	hgnc:17677	RABEP1	CarisMolecularIntelligence	9/4/20
PDGFRB	Gene Symbol	hgnc:8804	PDGFRB	CarisMolecularIntelligence	9/4/20
PLAG1	Gene Symbol	hgnc:9045	PLAG1	CarisMolecularIntelligence	9/4/20
PRKCB	Gene Symbol	hgnc:9395	PRKCB	CarisMolecularIntelligence	9/4/20
RALGDS	Gene Symbol	hgnc:9842	RALGDS	CarisMolecularIntelligence	9/4/20
PRKCA	Gene Symbol	hgnc:9393	PRKCA	CarisMolecularIntelligence	9/4/20
PIK3R1	Gene Symbol	hgnc:8979	PIK3R1	CarisMolecularIntelligence	9/4/20
RICTOR	Gene Symbol	hgnc:28611	RICTOR	CarisMolecularIntelligence	9/4/20
PDK1	Gene Symbol	hgnc:8809	PDK1	CarisMolecularIntelligence	9/4/20
PICALM	Gene Symbol	hgnc:15514	PICALM	CarisMolecularIntelligence	9/4/20
PDGFB	Gene Symbol	hgnc:8800	PDGFB	CarisMolecularIntelligence	9/4/20
RAC1	Gene Symbol	hgnc:9801	RAC1	CarisMolecularIntelligence	9/4/20
PMS1	Gene Symbol	hgnc:9121	PMS1	CarisMolecularIntelligence	9/4/20
PRKAR1A	Gene Symbol	hgnc:9388	PRKAR1A	CarisMolecularIntelligence	9/4/20
RARA	Gene Symbol	hgnc:9864	RARA	CarisMolecularIntelligence	9/4/20
RELA	Gene Symbol	hgnc:9955	RELA	CarisMolecularIntelligence	9/4/20
PHF6	Gene Symbol	hgnc:18145	PHF6	CarisMolecularIntelligence	9/4/20
PHOX2B	Gene Symbol	hgnc:9143	PHOX2B	CarisMolecularIntelligence	9/4/20
PIK3R2	Gene Symbol	hgnc:8980	PIK3R2	CarisMolecularIntelligence	9/4/20
PRRX1	Gene Symbol	hgnc:9142	PRRX1	CarisMolecularIntelligence	9/4/20
PRCC	Gene Symbol	hgnc:9343	PRCC	CarisMolecularIntelligence	9/4/20
RET	Gene Symbol	hgnc:9967	RET	CarisMolecularIntelligence	9/4/20
RB1	Gene Symbol	hgnc:9884	RB1	CarisMolecularIntelligence	9/4/20
RNF213	Gene Symbol	hgnc:14539	RNF213	CarisMolecularIntelligence	9/4/20
PTEN	Gene Symbol	hgnc:9588	PTEN	CarisMolecularIntelligence	9/4/20
RAF1	Gene Symbol	hgnc:9829	RAF1	CarisMolecularIntelligence	9/4/20
POT1	Gene Symbol	hgnc:17284	POT1	CarisMolecularIntelligence	9/4/20
PTCH1	Gene Symbol	hgnc:9585	PTCH1	CarisMolecularIntelligence	9/4/20
PMS2	Gene Symbol	hgnc:9122	PMS2	CarisMolecularIntelligence	9/4/20
RPL22	Gene Symbol	hgnc:10315	RPL22	CarisMolecularIntelligence	9/4/20
RAD51	Gene Symbol	hgnc:9817	RAD51	CarisMolecularIntelligence	9/4/20
PRKDC	Gene Symbol	hgnc:9413	PRKDC	CarisMolecularIntelligence	9/4/20
PER1	Gene Symbol	hgnc:8845	PER1	CarisMolecularIntelligence	9/4/20
PSIP1	Gene Symbol	hgnc:9527	PSIP1	CarisMolecularIntelligence	9/4/20
POLE	Gene Symbol	hgnc:9177	POLE	CarisMolecularIntelligence	9/4/20
ROS1	Gene Symbol	hgnc:10261	ROS1	CarisMolecularIntelligence	9/4/20
RAD21	Gene Symbol	hgnc:9811	RAD21	CarisMolecularIntelligence	9/4/20
PIM1	Gene Symbol	hgnc:8986	PIM1	CarisMolecularIntelligence	9/4/20
RPL10	Gene Symbol	hgnc:10298	RPL10	CarisMolecularIntelligence	9/4/20
RANBP17	Gene Symbol	hgnc:14428	RANBP17	CarisMolecularIntelligence	9/4/20
POU5F1	Gene Symbol	hgnc:9221	POU5F1	CarisMolecularIntelligence	9/4/20
PIK3CA	Gene Symbol	hgnc:8975	PIK3CA	CarisMolecularIntelligence	9/4/20
STAT5B	Gene Symbol	hgnc:11367	STAT5B	CarisMolecularIntelligence	9/4/20
SNX29	Gene Symbol	hgnc:30542	SNX29	CarisMolecularIntelligence	9/4/20
TCF3	Gene Symbol	hgnc:11633	TCF3	CarisMolecularIntelligence	9/4/20
SPECC1	Gene Symbol	hgnc:30615	SPECC1	CarisMolecularIntelligence	9/4/20
SOX10	Gene Symbol	hgnc:11190	SOX10	CarisMolecularIntelligence	9/4/20
RUNX1T1	Gene Symbol	hgnc:1535	RUNX1T1	CarisMolecularIntelligence	9/4/20
SDHD	Gene Symbol	hgnc:10683	SDHD	CarisMolecularIntelligence	9/4/20
SUZ12	Gene Symbol	hgnc:17101	SUZ12	CarisMolecularIntelligence	9/4/20
SDHC	Gene Symbol	hgnc:10682	SDHC	CarisMolecularIntelligence	9/4/20
STK11	Gene Symbol	hgnc:11389	STK11	CarisMolecularIntelligence	9/4/20
STAT4	Gene Symbol	hgnc:11365	STAT4	CarisMolecularIntelligence	9/4/20
SDC4	Gene Symbol	hgnc:10661	SDC4	CarisMolecularIntelligence	9/4/20
SLC45A3	Gene Symbol	hgnc:8642	SLC45A3	CarisMolecularIntelligence	9/4/20
SLC34A2	Gene Symbol	hgnc:11020	SLC34A2	CarisMolecularIntelligence	9/4/20
TET1	Gene Symbol	hgnc:29484	TET1	CarisMolecularIntelligence	9/4/20
SMO	Gene Symbol	hgnc:11119	SMO	CarisMolecularIntelligence	9/4/20
STAG2	Gene Symbol	hgnc:11355	STAG2	CarisMolecularIntelligence	9/4/20
STIL	Gene Symbol	hgnc:10879	STIL	CarisMolecularIntelligence	9/4/20
STAT3	Gene Symbol	hgnc:11364	STAT3	CarisMolecularIntelligence	9/4/20
SETBP1	Gene Symbol	hgnc:15573	SETBP1	CarisMolecularIntelligence	9/4/20
SDHAF2	Gene Symbol	hgnc:26034	SDHAF2	CarisMolecularIntelligence	9/4/20
MRDA	Gene Symbol	NULL	NULL	ChEMBL	33
SMAD4	Gene Symbol	hgnc:6770	SMAD4	CarisMolecularIntelligence	9/4/20
SBDS	Gene Symbol	hgnc:19440	SBDS	CarisMolecularIntelligence	9/4/20
SSX1	Gene Symbol	hgnc:11335	SSX1	CarisMolecularIntelligence	9/4/20
SS18L1	Gene Symbol	hgnc:15592	SS18L1	CarisMolecularIntelligence	9/4/20
SET	Gene Symbol	hgnc:10760	SET	CarisMolecularIntelligence	9/4/20
SOCS1	Gene Symbol	hgnc:19383	SOCS1	CarisMolecularIntelligence	9/4/20
SFPQ	Gene Symbol	hgnc:10774	SFPQ	CarisMolecularIntelligence	9/4/20
SRC	Gene Symbol	hgnc:11283	SRC	CarisMolecularIntelligence	9/4/20
RPTOR	Gene Symbol	hgnc:30287	RPTOR	CarisMolecularIntelligence	9/4/20
TCF7L2	Gene Symbol	hgnc:11641	TCF7L2	CarisMolecularIntelligence	9/4/20
TAF15	Gene Symbol	hgnc:11547	TAF15	CarisMolecularIntelligence	9/4/20
SPOP	Gene Symbol	hgnc:11254	SPOP	CarisMolecularIntelligence	9/4/20
SH2B3	Gene Symbol	hgnc:29605	SH2B3	CarisMolecularIntelligence	9/4/20
SMARCB1	Gene Symbol	hgnc:11103	SMARCB1	CarisMolecularIntelligence	9/4/20
SMARCE1	Gene Symbol	hgnc:11109	SMARCE1	CarisMolecularIntelligence	9/4/20
TFE3	Gene Symbol	hgnc:11752	TFE3	CarisMolecularIntelligence	9/4/20
SOX2	Gene Symbol	hgnc:11195	SOX2	CarisMolecularIntelligence	9/4/20
SDHB	Gene Symbol	hgnc:10681	SDHB	CarisMolecularIntelligence	9/4/20
TBL1XR1	Gene Symbol	hgnc:29529	TBL1XR1	CarisMolecularIntelligence	9/4/20
SMARCA4	Gene Symbol	hgnc:11100	SMARCA4	CarisMolecularIntelligence	9/4/20
TCL1A	Gene Symbol	hgnc:11648	TCL1A	CarisMolecularIntelligence	9/4/20
SH3GL1	Gene Symbol	hgnc:10830	SH3GL1	CarisMolecularIntelligence	9/4/20
SS18	Gene Symbol	hgnc:11340	SS18	CarisMolecularIntelligence	9/4/20
SUFU	Gene Symbol	hgnc:16466	SUFU	CarisMolecularIntelligence	9/4/20
TAL1	Gene Symbol	hgnc:11556	TAL1	CarisMolecularIntelligence	9/4/20
TAL2	Gene Symbol	hgnc:11557	TAL2	CarisMolecularIntelligence	9/4/20
TCF12	Gene Symbol	hgnc:11623	TCF12	CarisMolecularIntelligence	9/4/20
ABL1	Gene Name	hgnc:76	ABL1	CGI	2/1/22
TPM3	Gene Symbol	hgnc:12012	TPM3	CarisMolecularIntelligence	9/4/20
TRIM33	Gene Symbol	hgnc:16290	TRIM33	CarisMolecularIntelligence	9/4/20
TRIM26	Gene Symbol	hgnc:12962	TRIM26	CarisMolecularIntelligence	9/4/20
TP53	Gene Symbol	hgnc:11998	TP53	CarisMolecularIntelligence	9/4/20
ZNF521	Gene Symbol	hgnc:24605	ZNF521	CarisMolecularIntelligence	9/4/20
ALK	Gene Name	hgnc:427	ALK	CGI	2/1/22
ZMYM2	Gene Symbol	hgnc:12989	ZMYM2	CarisMolecularIntelligence	9/4/20
TFRC	Gene Symbol	hgnc:11763	TFRC	CarisMolecularIntelligence	9/4/20
ATM	Gene Name	hgnc:795	ATM	CGI	2/1/22
TFPT	Gene Symbol	hgnc:13630	TFPT	CarisMolecularIntelligence	9/4/20
TRRAP	Gene Symbol	hgnc:12347	TRRAP	CarisMolecularIntelligence	9/4/20
WISP3	Gene Symbol	hgnc:12771	CCN6	CarisMolecularIntelligence	9/4/20
YWHAE	Gene Symbol	hgnc:12851	YWHAE	CarisMolecularIntelligence	9/4/20
VEGFA	Gene Symbol	hgnc:12680	VEGFA	CarisMolecularIntelligence	9/4/20
TNFAIP3	Gene Symbol	hgnc:11896	TNFAIP3	CarisMolecularIntelligence	9/4/20
BCL2	Gene Name	hgnc:990	BCL2	CGI	2/1/22
TPR	Gene Symbol	hgnc:12017	TPR	CarisMolecularIntelligence	9/4/20
TGFBR2	Gene Symbol	hgnc:11773	TGFBR2	CarisMolecularIntelligence	9/4/20
ZNF703	Gene Symbol	hgnc:25883	ZNF703	CarisMolecularIntelligence	9/4/20
ATR	Gene Name	hgnc:882	ATR	CGI	2/1/22
WRN	Gene Symbol	hgnc:12791	WRN	CarisMolecularIntelligence	9/4/20
WAS	Gene Symbol	hgnc:12731	WAS	CarisMolecularIntelligence	9/4/20
TLX1	Gene Symbol	hgnc:5056	TLX1	CarisMolecularIntelligence	9/4/20
VEGFB	Gene Symbol	hgnc:12681	VEGFB	CarisMolecularIntelligence	9/4/20
TSC1	Gene Symbol	hgnc:12362	TSC1	CarisMolecularIntelligence	9/4/20
THRAP3	Gene Symbol	hgnc:22964	THRAP3	CarisMolecularIntelligence	9/4/20
TNFRSF17	Gene Symbol	hgnc:11913	TNFRSF17	CarisMolecularIntelligence	9/4/20
WIF1	Gene Symbol	hgnc:18081	WIF1	CarisMolecularIntelligence	9/4/20
TSC2	Gene Symbol	hgnc:12363	TSC2	CarisMolecularIntelligence	9/4/20
TTL	Gene Symbol	hgnc:21586	TTL	CarisMolecularIntelligence	9/4/20
TNFRSF14	Gene Symbol	hgnc:11912	TNFRSF14	CarisMolecularIntelligence	9/4/20
TRIP11	Gene Symbol	hgnc:12305	TRIP11	CarisMolecularIntelligence	9/4/20
VHL	Gene Symbol	hgnc:12687	VHL	CarisMolecularIntelligence	9/4/20
ZNF384	Gene Symbol	hgnc:11955	ZNF384	CarisMolecularIntelligence	9/4/20
TFEB	Gene Symbol	hgnc:11753	TFEB	CarisMolecularIntelligence	9/4/20
UBR5	Gene Symbol	hgnc:16806	UBR5	CarisMolecularIntelligence	9/4/20
TPM4	Gene Symbol	hgnc:12013	TPM4	CarisMolecularIntelligence	9/4/20
ZNF331	Gene Symbol	hgnc:15489	ZNF331	CarisMolecularIntelligence	9/4/20
WWTR1	Gene Symbol	hgnc:24042	WWTR1	CarisMolecularIntelligence	9/4/20
VTI1A	Gene Symbol	hgnc:17792	VTI1A	CarisMolecularIntelligence	9/4/20
BCOR	Gene Name	hgnc:20893	BCOR	CGI	2/1/22
TOP1	Gene Symbol	hgnc:11986	TOP1	CarisMolecularIntelligence	9/4/20
AKT3	Gene Name	hgnc:393	AKT3	CGI	2/1/22
XPC	Gene Symbol	hgnc:12816	XPC	CarisMolecularIntelligence	9/4/20
AKT2	Gene Name	hgnc:392	AKT2	CGI	2/1/22
TFG	Gene Symbol	hgnc:11758	TFG	CarisMolecularIntelligence	9/4/20
AKT1	Gene Name	hgnc:391	AKT1	CGI	2/1/22
JAK2	Gene Name	hgnc:6192	JAK2	CGI	2/1/22
KCNJ5	Gene Name	hgnc:6266	KCNJ5	CGI	2/1/22
ERCC2	Gene Name	hgnc:3434	ERCC2	CGI	2/1/22
ERBB2	Gene Name	hgnc:3430	ERBB2	CGI	2/1/22
ERBB3	Gene Name	hgnc:3431	ERBB3	CGI	2/1/22
NF1	Gene Name	hgnc:7765	NF1	CGI	2/1/22
CDKN2A	Gene Name	hgnc:1787	CDKN2A	CGI	2/1/22
FANCC	Gene Name	hgnc:3584	FANCC	CGI	2/1/22
FGF3	Gene Name	hgnc:3681	FGF3	CGI	2/1/22
CYP17A1	Gene Name	hgnc:2593	CYP17A1	CGI	2/1/22
SH2B3	Gene Name	hgnc:29605	SH2B3	CGI	2/1/22
DNMT3A	Gene Name	hgnc:2978	DNMT3A	CGI	2/1/22
HDAC2	Gene Name	hgnc:4853	HDAC2	CGI	2/1/22
CDH1	Gene Name	hgnc:1748	CDH1	CGI	2/1/22
ROS1	Gene Name	hgnc:10261	ROS1	CGI	2/1/22
DDR2	Gene Name	hgnc:2731	DDR2	CGI	2/1/22
CSF1R	Gene Name	hgnc:2433	CSF1R	CGI	2/1/22
NRAS	Gene Name	hgnc:7989	NRAS	CGI	2/1/22
CDK6	Gene Name	hgnc:1777	CDK6	CGI	2/1/22
TP53	Gene Name	hgnc:11998	TP53	CGI	2/1/22
KIT	Gene Name	hgnc:6342	KIT	CGI	2/1/22
CHEK2	Gene Name	hgnc:16627	CHEK2	CGI	2/1/22
FLT3	Gene Name	hgnc:3765	FLT3	CGI	2/1/22
CBL	Gene Name	hgnc:1541	CBL	CGI	2/1/22
CCND2	Gene Name	hgnc:1583	CCND2	CGI	2/1/22
EGFR	Gene Name	hgnc:3236	EGFR	CGI	2/1/22
BRCA2	Gene Name	hgnc:1101	BRCA2	CGI	2/1/22
DACC	Gene Symbol	NULL	NULL	ChEMBL	33
MDM2	Gene Name	hgnc:6973	MDM2	CGI	2/1/22
FBXW7	Gene Name	hgnc:16712	FBXW7	CGI	2/1/22
FLT1	Gene Name	hgnc:3763	FLT1	CGI	2/1/22
DPYD	Gene Name	hgnc:3012	DPYD	CGI	2/1/22
PTEN	Gene Name	hgnc:9588	PTEN	CGI	2/1/22
GNA11	Gene Name	hgnc:4379	GNA11	CGI	2/1/22
CD69	Gene Name	hgnc:1694	CD69	CGI	2/1/22
HRAS	Gene Name	hgnc:5173	HRAS	CGI	2/1/22
IDH1	Gene Name	hgnc:5382	IDH1	CGI	2/1/22
HIF1A	Gene Name	hgnc:4910	HIF1A	CGI	2/1/22
CSF3R	Gene Name	hgnc:2439	CSF3R	CGI	2/1/22
FGF4	Gene Name	hgnc:3682	FGF4	CGI	2/1/22
EZH2	Gene Name	hgnc:3527	EZH2	CGI	2/1/22
BRCA1	Gene Name	hgnc:1100	BRCA1	CGI	2/1/22
IL7R	Gene Name	hgnc:6024	IL7R	CGI	2/1/22
ERCC6	Gene Name	hgnc:3438	ERCC6	CGI	2/1/22
NTRK1	Gene Name	hgnc:8031	NTRK1	CGI	2/1/22
JAK1	Gene Name	hgnc:6190	JAK1	CGI	2/1/22
FGFR1	Gene Name	hgnc:3688	FGFR1	CGI	2/1/22
ERCC4	Gene Name	hgnc:3436	ERCC4	CGI	2/1/22
CA9	Gene Name	hgnc:1383	CA9	CGI	2/1/22
KRAS	Gene Name	hgnc:6407	KRAS	CGI	2/1/22
OR51F2	Gene Symbol	hgnc:15197	OR51F2	Ensembl	111
UGT1A1	Gene Name	hgnc:12530	UGT1A1	CGI	2/1/22
NPM1	Gene Name	hgnc:7910	NPM1	CGI	2/1/22
CA1	Gene Symbol	hgnc:1368	CA1	ChEMBL	33
AVPR2	Gene Symbol	hgnc:897	AVPR2	ChEMBL	33
F2	Gene Symbol	hgnc:3535	F2	ChEMBL	33
PLG	Gene Symbol	hgnc:9071	PLG	ChEMBL	33
PML	Gene Name	hgnc:9113	PML	CGI	2/1/22
MKI67	Gene Name	hgnc:7107	MKI67	CGI	2/1/22
SMO	Gene Name	hgnc:11119	SMO	CGI	2/1/22
MET	Gene Name	hgnc:7029	MET	CGI	2/1/22
TOP2A	Gene Name	hgnc:11989	TOP2A	CGI	2/1/22
CCND1	Gene Name	hgnc:1582	CCND1	CGI	2/1/22
NOTCH2	Gene Name	hgnc:7882	NOTCH2	CGI	2/1/22
VEGFA	Gene Name	hgnc:12680	VEGFA	CGI	2/1/22
MLL	Gene Name	hgnc:7132	KMT2A	CGI	2/1/22
VHL	Gene Name	hgnc:12687	VHL	CGI	2/1/22
NTRK3	Gene Name	hgnc:8033	NTRK3	CGI	2/1/22
TSC2	Gene Name	hgnc:12363	TSC2	CGI	2/1/22
PTCH1	Gene Name	hgnc:9585	PTCH1	CGI	2/1/22
LRP1B	Gene Name	hgnc:6693	LRP1B	CGI	2/1/22
RB1	Gene Name	hgnc:9884	RB1	CGI	2/1/22
MLL2	Gene Name	hgnc:7133	KMT2D	CGI	2/1/22
CHRM3	Gene Symbol	hgnc:1952	CHRM3	ChEMBL	33
TOP1	Gene Symbol	hgnc:11986	TOP1	ChEMBL	33
GLP1R	Gene Symbol	hgnc:4324	GLP1R	ChEMBL	33
SSTR5	Gene Symbol	hgnc:11334	SSTR5	ChEMBL	33
PTH1R	Gene Symbol	hgnc:9608	PTH1R	ChEMBL	33
LIPF	Gene Symbol	hgnc:6622	LIPF	ChEMBL	33
CA2	Gene Symbol	hgnc:1373	CA2	ChEMBL	33
HTR1F	Gene Symbol	hgnc:5292	HTR1F	ChEMBL	33
TOP2A	Gene Symbol	hgnc:11989	TOP2A	ChEMBL	33
TRHR	Gene Symbol	hgnc:12299	TRHR	ChEMBL	33
ARID1A	Gene Name	hgnc:11110	ARID1A	CGI	2/1/22
ANXA1	Gene Name	hgnc:533	ANXA1	CGI	2/1/22
RET	Gene Name	hgnc:9967	RET	CGI	2/1/22
PALB2	Gene Name	hgnc:26144	PALB2	CGI	2/1/22
CRBN	Gene Name	hgnc:30185	CRBN	CGI	2/1/22
PLCG2	Gene Name	hgnc:9066	PLCG2	CGI	2/1/22
NF2	Gene Name	hgnc:7773	NF2	CGI	2/1/22
PDGFB	Gene Name	hgnc:8800	PDGFB	CGI	2/1/22
SLC29A1	Gene Name	hgnc:11003	SLC29A1	CGI	2/1/22
IGF1R	Gene Name	hgnc:5465	IGF1R	CGI	2/1/22
MYD88	Gene Name	hgnc:7562	MYD88	CGI	2/1/22
NRG1	Gene Name	hgnc:7997	NRG1	CGI	2/1/22
MAP2K1	Gene Name	hgnc:6840	MAP2K1	CGI	2/1/22
PRKCH	Gene Name	hgnc:9403	PRKCH	CGI	2/1/22
RAD50	Gene Name	hgnc:9816	RAD50	CGI	2/1/22
NOTCH1	Gene Name	hgnc:7881	NOTCH1	CGI	2/1/22
IMPDH1	Gene Symbol	hgnc:6052	IMPDH1	ChEMBL	33
HRH1	Gene Symbol	hgnc:5182	HRH1	ChEMBL	33
TNF	Gene Symbol	hgnc:11892	TNF	ChEMBL	33
TPO	Gene Symbol	hgnc:12015	TPO	ChEMBL	33
DDC	Gene Symbol	hgnc:2719	DDC	ChEMBL	33
ADRA1A	Gene Symbol	hgnc:277	ADRA1A	ChEMBL	33
EMBA	Gene Symbol	NULL	NULL	ChEMBL	33
SRD5A2	Gene Symbol	hgnc:11285	SRD5A2	ChEMBL	33
SIGMAR1	Gene Symbol	hgnc:8157	SIGMAR1	ChEMBL	33
PLAT	Gene Symbol	hgnc:9051	PLAT	ChEMBL	33
SLC12A1	Gene Symbol	hgnc:10910	SLC12A1	ChEMBL	33
PNLIP	Gene Symbol	hgnc:9155	PNLIP	ChEMBL	33
EPOR	Gene Symbol	hgnc:3416	EPOR	ChEMBL	33
PDE5A	Gene Symbol	hgnc:8784	PDE5A	ChEMBL	33
HDAC3	Gene Symbol	hgnc:4854	HDAC3	ChEMBL	33
DRD2	Gene Symbol	hgnc:3023	DRD2	ChEMBL	33
