nct_id,drug_name_raw,drug_name_normalized
NCT02194738,Erlotinib,ERLOTINIB
NCT02194738,Gemcitabine Hydrochloride,GEMCITABINE
NCT02194738,Nivolumab,NIVOLUMAB
NCT02194738,Paclitaxel,PACLITAXEL
NCT02194738,Pembrolizumab,PEMBROLIZUMAB
NCT02194738,Pemetrexed Disodium,PEMETREXED DISODIUM
NCT03725059,Pembrolizumab (K),PEMBROLIZUMAB
NCT03725059,Paclitaxel (X),PACLITAXEL
NCT03725059,Doxorubicin (A),DOXORUBICIN HYDROCHLORIDE
NCT03725059,Epirubicin (E),EPIRUBICIN
NCT03725059,Cyclophosphamide (C),CYCLOPHOSPHAMIDE
NCT05306340,Giredestrant,GIREDESTRANT
NCT05306340,Exemestane,EXEMESTANE
NCT05306340,Fulvestrant,FULVESTRANT
NCT05306340,Tamoxifen,TAMOXIFEN
NCT05306340,Everolimus,EVEROLIMUS
NCT05306340,Dexamethasone Mouth Rinse,DEXAMETHASONE
NCT06561620,Befotertinib,BEFOTERTINIB
NCT07405801,Inavolisib,INAVOLISIB
NCT07405801,Ribociclib,RIBOCICLIB
NCT07405801,Fulvestrant,FULVESTRANT
NCT02411448,Ramucirumab,RAMUCIRUMAB
NCT02411448,Erlotinib,ERLOTINIB
NCT02411448,Gefitinib,GEFITINIB
NCT02411448,Osimertinib,OSIMERTINIB
NCT02800486,Intra-arterial Cetuximab,CETUXIMAB
NCT02800486,Intra-arterial Mannitol,MANNITOL
NCT03747120,Paclitaxel,PACLITAXEL
NCT03747120,Trastuzumab,TRASTUZUMAB
NCT03747120,Pembrolizumab,PEMBROLIZUMAB
NCT03804580,osimertinib,OSIMERTINIB
NCT02311933,Endoxifen Hydrochloride,ENDOXIFEN
NCT02311933,Tamoxifen Citrate,TAMOXIFEN CITRATE
NCT06635447,Capivasertib,CAPIVASERTIB
NCT06635447,Fulvestrant,FULVESTRANT
NCT04547504,Pembrolizumab,PEMBROLIZUMAB
NCT02157051,CD105/Yb-1/SOX2/CDH3/MDM2-polyepitope Plasmid DNA Vaccine,VACCINE
NCT07042295,Amivantamab and Recombinant Human Hyaluronidase,AMIVANTAMAB
NCT07042295,Cetuximab,CETUXIMAB
NCT03368729,Niraparib,NIRAPARIB
NCT03368729,Trastuzumab,TRASTUZUMAB
NCT05712902,Sunvozertinib,SUNVOZERTINIB
NCT06256328,Oxaliplatin,OXALIPLATIN
NCT06256328,Capecitabine,CAPECITABINE
NCT06256328,Nivolumab,NIVOLUMAB
NCT04988295,Lazertinib,LAZERTINIB
NCT04988295,Amivantamab,AMIVANTAMAB
NCT04988295,Carboplatin,CARBOPLATIN
NCT06827145,Vebreltinib,VEBRELTINIB
NCT06827145,Osimertinib,OSIMERTINIB
NCT06695845,Zanidatamab,ZANIDATAMAB
NCT06500208,"Adebrelimab combined with nab-paclitaxel, epirubicin and cyclophosphamide",PACLITAXEL
NCT06500208,"Adebrelimab combined with nab-paclitaxel, epirubicin and cyclophosphamide",EPIRUBICIN
NCT06500208,"Adebrelimab combined with nab-paclitaxel, epirubicin and cyclophosphamide",CYCLOPHOSPHAMIDE
NCT06429904,Nimotuzumab+ NALIRIFOX,NIMOTUZUMAB
NCT07029503,Eplerenone,EPLERENONE
NCT05801913,Multi-peptide CMV-Modified Vaccinia Ankara Vaccine,VACCINE
NCT06709859,Afatinib plus chemotherapy as conversion treatment,AFATINIB
NCT06268210,Lazertinib+Pemetrexed+Carboplatin,LAZERTINIB
NCT06268210,Lazertinib+Pemetrexed+Carboplatin,CARBOPLATIN
NCT05244213,Sintilimab,SINTILIMAB
NCT05244213,Carboplatin,CARBOPLATIN
NCT05244213,Nab paclitaxel,NAB-PACLITAXEL
NCT03831932,Osimertinib,OSIMERTINIB
NCT03831932,Telaglenastat Hydrochloride,TELAGLENASTAT
NCT05710406,Encorafenib,ENCORAFENIB
NCT05710406,Cetuximab,CETUXIMAB
NCT03909334,Osimertinib,OSIMERTINIB
NCT03909334,Ramucirumab,RAMUCIRUMAB
NCT06563999,Sunvozertinib,SUNVOZERTINIB
NCT06563999,Crizotinib,CRIZOTINIB
NCT06563999,Pralsetinib,PRALSETINIB
NCT06563999,Larotrectinib,LAROTRECTINIB
NCT06563999,Savolitinib,SAVOLITINIB
NCT06563999,Pyrotinib,PYROTINIB
NCT06563999,Dabrafenib+Trametinib,DABRAFENIB + TRAMETINIB
NCT06563999,Ensartinib,ENSARTINIB
NCT03919292,Neratinib,NERATINIB
NCT03919292,Divalproex Sodium,DIVALPROEX SODIUM
NCT06618287,Osimertinib,OSIMERTINIB
NCT06618287,Pembrolizumab,PEMBROLIZUMAB
NCT06618287,Nivolumab,NIVOLUMAB
NCT04129502,Cisplatin,CISPLATIN
NCT04129502,Carboplatin,CARBOPLATIN
NCT07076823,Canagliflozin,CANAGLIFLOZIN
NCT01810913,Atezolizumab,ATEZOLIZUMAB
NCT01810913,Cetuximab,CETUXIMAB
NCT01810913,Cisplatin,CISPLATIN
NCT05426486,ARX788,ARX-788
NCT05426486,Pyrotinib maleate,PYROTINIB
NCT05426486,Trastuzumab,TRASTUZUMAB
NCT05426486,Carboplatin,CARBOPLATIN
NCT05785741,Trastuzumab,TRASTUZUMAB
NCT05785741,Osimertinib,OSIMERTINIB
NCT05785741,capecitabine,CAPECITABINE
NCT05801029,Osimertinib,OSIMERTINIB
NCT05801029,Amivantamab,AMIVANTAMAB
NCT06901531,zolbetuximab,ZOLBETUXIMAB
NCT06901531,Pembrolizumab,PEMBROLIZUMAB
NCT06901531,Capecitabine,CAPECITABINE
NCT06901531,Oxaliplatin,OXALIPLATIN
NCT06901531,5-fluorouracil (5-FU),FLUOROURACIL
NCT05144854,Ipilimumab,IPILIMUMAB
NCT05144854,Oxaliplatin,OXALIPLATIN
NCT05144854,Capecitabine,CAPECITABINE
NCT07235566,MRG003 in combination with pucotenlimab,PUCOTENLIMAB
NCT02885753,Oxaliplatin intravenous,OXALIPLATIN
NCT02885753,Panitumumab,PANITUMUMAB
NCT02885753,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT06302621,Afatinib,AFATINIB
NCT06302621,Pemigatinib,PEMIGATINIB
NCT06574347,Vebreltinib,VEBRELTINIB
NCT06574347,Osimertinib,OSIMERTINIB
NCT06447987,Cetuximab,CETUXIMAB
NCT06447987,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06447987,Fludarabine,FLUDARABINE
NCT07020221,Cetuximab,CETUXIMAB
NCT07020221,Carboplatin + Pemetrexed + Pembrolizumab,CARBOPLATIN
NCT07020221,Carboplatin + Pemetrexed + Pembrolizumab,PEMBROLIZUMAB
NCT07020221,Gemcitabine,GEMCITABINE
NCT07020221,Gemcitabine + Nab-paclitaxel,PACLITAXEL
NCT02955290,Nivolumab,NIVOLUMAB
NCT02955290,Pembrolizumab,PEMBROLIZUMAB
NCT02955290,Recombinant Human EGF-rP64K/Montanide ISA 51 Vaccine,EGF
NCT02955290,Recombinant Human EGF-rP64K/Montanide ISA 51 Vaccine,VACCINE
NCT07315113,Osimertinib,OSIMERTINIB
NCT07130916,Aumolertinib,AUMOLERTINIB
NCT06065748,Giredestrant,GIREDESTRANT
NCT06065748,Fulvestrant,FULVESTRANT
NCT06065748,Abemaciclib,ABEMACICLIB
NCT06065748,Palbociclib,PALBOCICLIB
NCT06065748,Ribociclib,RIBOCICLIB
NCT06538038,Osimertinib,OSIMERTINIB
NCT01730833,trastuzumab,TRASTUZUMAB
NCT01730833,paclitaxel albumin-stabilized nanoparticle formulation,PACLITAXEL
NCT04305496,Fulvestrant,FULVESTRANT
NCT04305496,Capivasertib,CAPIVASERTIB
NCT04995003,Pembrolizumab Injectable Product,PEMBROLIZUMAB
NCT04995003,Nivolumab Injectable Product,NIVOLUMAB
NCT06215976,Metformin Hydrochloride 500 MG,METFORMIN
NCT07100080,Carboplatin,CARBOPLATIN
NCT07100080,Cisplatin,CISPLATIN
NCT05816252,Pembrolizumab,PEMBROLIZUMAB
NCT05816252,Carboplatin,CARBOPLATIN
NCT05816252,Osimertinib,OSIMERTINIB
NCT03778229,osimertinib,OSIMERTINIB
NCT03778229,savolitinib,SAVOLITINIB
NCT06064877,Ficlatuzumab,FICLATUZUMAB
NCT06064877,Cetuximab,CETUXIMAB
NCT07413939,Tucatinib,TUCATINIB
NCT07413939,Trastuzumab,TRASTUZUMAB
NCT07413939,Capecitabine,CAPECITABINE
NCT06241807,Camrelizumab Plus Chemotherapy,CAMRELIZUMAB
NCT05747625,Panitumumab,PANITUMUMAB
NCT07008976,Trastuzumab Emtansine for Injection,TRASTUZUMAB
NCT05365178,Fulvestrant injection,FULVESTRANT
NCT02876107,Carboplatin,CARBOPLATIN
NCT02876107,Paclitaxel,PACLITAXEL
NCT02876107,Panitumumab,PANITUMUMAB
NCT05686434,Osimertinib,OSIMERTINIB
NCT05573555,Ribociclib,RIBOCICLIB
NCT03940703,Tepotinib,TEPOTINIB
NCT03940703,Osimertinib,OSIMERTINIB
NCT07571551,Toripalimab,TORIPALIMAB
NCT07571551,Lenvatinib,LENVATINIB
NCT06838273,Osimertinib,OSIMERTINIB
NCT05987956,Alectinib - Usual,ALECTINIB HYDROCHLORIDE
NCT03833154,Durvalumab,DURVALUMAB
NCT03833154,"(Osimertinib cohort, single-arm, open-label separate cohort)",OSIMERTINIB
NCT04305795,200 mg Pembrolizumab,PEMBROLIZUMAB
NCT04305795,350 mg Cemiplimab,CEMIPLIMAB
NCT07523529,Fludarabine,FLUDARABINE
NCT07523529,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT07322783,• Drug: Savolitinib • Drug: Osimertinib Mesylate Tablets,SAVOLITINIB
NCT07322783,• Drug: Savolitinib • Drug: Osimertinib Mesylate Tablets,OSIMERTINIB
NCT06758557,Paclitaxel,PACLITAXEL
NCT06758557,Carboplatin,CARBOPLATIN
NCT02747004,Abemaciclib,ABEMACICLIB
NCT02747004,Tamoxifen,TAMOXIFEN
NCT02747004,Prophylactic Loperamide,LOPERAMIDE
NCT06667076,Amivantamab,AMIVANTAMAB
NCT06667076,Lazertinib,LAZERTINIB
NCT06667076,Chemotherapy: Carboplatin,CARBOPLATIN
NCT02320435,Trastuzumab,TRASTUZUMAB
NCT06417008,Aumolertinib,AUMOLERTINIB
NCT06912087,Zanzalintinib,ZANZALINTINIB
NCT06912087,Cetuximab,CETUXIMAB
NCT06912087,Pembrolizumab,PEMBROLIZUMAB
NCT05777278,Savolitinib,SAVOLITINIB
NCT05283226,Paclitaxel,PACLITAXEL
NCT06194448,Osimertinib,OSIMERTINIB
NCT06194448,Cisplatin or Carboplatin; Pemetrexed or Paclitaxel,CISPLATIN
NCT06194448,Cisplatin or Carboplatin; Pemetrexed or Paclitaxel,CARBOPLATIN
NCT06194448,Cisplatin or Carboplatin; Pemetrexed or Paclitaxel,PACLITAXEL
NCT04563507,Letrozole 2.5Mg Tab,LETROZOLE
NCT04563507,Palbociclib 125mg,PALBOCICLIB
NCT04616183,Abemaciclib,ABEMACICLIB
NCT04616183,Cetuximab,CETUXIMAB
NCT06295432,DZD9008+AZD4205,AZD4205
NCT05521698,Bicalutamide,BICALUTAMIDE
NCT05980481,Trastuzumab,TRASTUZUMAB
NCT05980481,Toripalimab,TORIPALIMAB
NCT05980481,Oxaliplatin（130mg/m2 ）,OXALIPLATIN
NCT05980481,Capecitabine（1000mg/m2）,CAPECITABINE
NCT06058377,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06058377,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT06058377,Durvalumab,DURVALUMAB
NCT06058377,Paclitaxel,PACLITAXEL
NCT04486833,osimertinib,OSIMERTINIB
NCT04486833,Platinum-Based Chemotherapy,PLATINUM
NCT06363734,Osimertinib plus Dalpiciclib,OSIMERTINIB
NCT06363734,Osimertinib plus Dalpiciclib,DALPICICLIB
NCT01327781,Endoxifen Hydrochloride,ENDOXIFEN
NCT04928846,Telisotuzumab Vedotin,TELISOTUZUMAB VEDOTIN
NCT02971501,Osimertinib,OSIMERTINIB
NCT04329065,pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine,VACCINE
NCT04329065,Paclitaxel,PACLITAXEL
NCT04329065,Trastuzumab,TRASTUZUMAB
NCT04329065,Carboplatin,CARBOPLATIN
NCT05284539,"Pemetrexed, Cisplatin, Bevacizumab Plus Pembrolizumab",CISPLATIN
NCT05284539,"Pemetrexed, Cisplatin, Bevacizumab Plus Pembrolizumab",PEMBROLIZUMAB
NCT06731907,Pembrolizumab,PEMBROLIZUMAB
NCT06731907,Carboplatin,CARBOPLATIN
NCT06731907,Paclitaxel,PACLITAXEL
NCT06731907,Nab-paclitaxel,NAB-PACLITAXEL
NCT06630130,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT06630130,Capecitabine,CAPECITABINE
NCT06630130,Rilvegostomig,RILVEGOSTOMIG
NCT06714357,irinotecan,IRINOTECAN HYDROCHLORIDE
NCT06714357,panitumumab,PANITUMUMAB
NCT04787341,Regorafenib,REGORAFENIB
NCT04787341,Panitumumab,PANITUMUMAB
NCT04589845,Entrectinib,ENTRECTINIB
NCT04589845,Alectinib,ALECTINIB
NCT04589845,Atezolizumab,ATEZOLIZUMAB
NCT04589845,Ipatasertib,IPATASERTIB
NCT04589845,Trastuzumab emtansine,TRASTUZUMAB
NCT04589845,Inavolisib,INAVOLISIB
NCT04589845,Belvarafenib,BELVARAFENIB
NCT04589845,Pralsetinib,PRALSETINIB
NCT04589845,Divarasib,DIVARASIB
NCT04589845,Camonsertib,CAMONSERTIB
NCT06226857,Cetuximab,CETUXIMAB
NCT02299999,AZD4547,AZD-4547
NCT02299999,Selumetinib,SELUMETINIB
NCT02299999,Vandetanib,VANDETANIB
NCT02299999,Bicalutamide,BICALUTAMIDE
NCT02299999,Olaparib,OLAPARIB
NCT02299999,cyclophosphamide,CYCLOPHOSPHAMIDE
NCT02299999,Methotrexate,METHOTREXATE
NCT02299999,Platinum based chemotherapies,PLATINUM
NCT02299999,Mitomycin C,MITOMYCIN
NCT06967155,• Drug: Dabrafenib • Drug: Trametinib • Drug: Cetuximab • Drug: Рanitumumab • Drug: Oxaliplatin • Drug: Irinotecan • Drug: Leucovorin • Drug: 5-FU,DABRAFENIB
NCT06967155,• Drug: Dabrafenib • Drug: Trametinib • Drug: Cetuximab • Drug: Рanitumumab • Drug: Oxaliplatin • Drug: Irinotecan • Drug: Leucovorin • Drug: 5-FU,TRAMETINIB
NCT06967155,• Drug: Dabrafenib • Drug: Trametinib • Drug: Cetuximab • Drug: Рanitumumab • Drug: Oxaliplatin • Drug: Irinotecan • Drug: Leucovorin • Drug: 5-FU,CETUXIMAB
NCT06967155,• Drug: Dabrafenib • Drug: Trametinib • Drug: Cetuximab • Drug: Рanitumumab • Drug: Oxaliplatin • Drug: Irinotecan • Drug: Leucovorin • Drug: 5-FU,OXALIPLATIN
NCT06967155,• Drug: Dabrafenib • Drug: Trametinib • Drug: Cetuximab • Drug: Рanitumumab • Drug: Oxaliplatin • Drug: Irinotecan • Drug: Leucovorin • Drug: 5-FU,IRINOTECAN HYDROCHLORIDE
NCT02752685,Pembrolizumab,PEMBROLIZUMAB
NCT02752685,Nab-Paclitaxel,NAB-PACLITAXEL
NCT05432635,Multi-peptide CMV-Modified Vaccinia Ankara Vaccine,VACCINE
NCT03716180,Paclitaxel,PACLITAXEL
NCT03716180,Trastuzumab,TRASTUZUMAB
NCT05957510,Serplulimab,SERPLULIMAB
NCT03381274,Oleclumab,OLECLUMAB
NCT03381274,Osimertinib,OSIMERTINIB
NCT05498155,Neoadjuvant Olaparib monotherapy group,OLAPARIB
NCT05498155,Neoadjuvant combination therapy with olaparib plus durvalumab,DURVALUMAB
NCT03944772,Osimertinib,OSIMERTINIB
NCT03944772,Savolitinib,SAVOLITINIB
NCT03944772,Gefitinib,GEFITINIB
NCT03944772,Necitumumab,NECITUMUMAB
NCT03944772,Durvalumab,DURVALUMAB
NCT03944772,Carboplatin,CARBOPLATIN
NCT03944772,Alectinib,ALECTINIB
NCT03944772,Selpercatinib,SELPERCATINIB
NCT03944772,Selumetinib,SELUMETINIB
NCT03944772,Etoposide,ETOPOSIDE
NCT03944772,Cisplatin,CISPLATIN
NCT03944772,Datopotamab deruxtecan,DATOPOTAMAB DERUXTECAN
NCT06331169,Anlotinib,ANLOTINIB
NCT06331169,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT05579366,Carboplatin,CARBOPLATIN
NCT05579366,Pembrolizumab,PEMBROLIZUMAB
NCT05163249,Osimertinib,OSIMERTINIB
NCT05163249,Savolitinib,SAVOLITINIB
NCT07340398,Nab paclitaxel,NAB-PACLITAXEL
NCT07340398,Carboplatin,CARBOPLATIN
NCT07340398,Trastuzumab,TRASTUZUMAB
NCT07340398,Pyrotinib,PYROTINIB
NCT07181499,Befotertinib,BEFOTERTINIB
NCT07181499,Pemetrexed + Carboplatin,CARBOPLATIN
NCT05827614,Erlotinib,ERLOTINIB
NCT05827614,Futibatinib,FUTIBATINIB
NCT05502237,Zimberelimab,ZIMBERELIMAB
NCT05502237,Domvanalimab,DOMVANALIMAB
NCT05502237,Pembrolizumab,PEMBROLIZUMAB
NCT05502237,Carboplatin,CARBOPLATIN
NCT05502237,Cisplatin,CISPLATIN
NCT05502237,Paclitaxel,PACLITAXEL
NCT05502237,Nab-paclitaxel,NAB-PACLITAXEL
NCT07214662,Giredestrant,GIREDESTRANT
NCT07214662,Omeprazole,OMEPRAZOLE
NCT01553942,Afatinib,AFATINIB
NCT01553942,Cisplatin,CISPLATIN
NCT06829459,Osimertinib mesylate,OSIMERTINIB MESYLATE
NCT06829459,Cisplatin or carboplatin,CISPLATIN
NCT06829459,Cisplatin or carboplatin,CARBOPLATIN
NCT06830694,"Atezolizumab, Etoposide, Carboplatin, Tarlatamab",ATEZOLIZUMAB
NCT06830694,"Atezolizumab, Etoposide, Carboplatin, Tarlatamab",ETOPOSIDE
NCT06830694,"Atezolizumab, Etoposide, Carboplatin, Tarlatamab",CARBOPLATIN
NCT06830694,"Atezolizumab, Etoposide, Carboplatin, Tarlatamab",TARLATAMAB
NCT06447662,Gemcitabine,GEMCITABINE
NCT06447662,Nab-paclitaxel,NAB-PACLITAXEL
NCT06447662,Cetuximab,CETUXIMAB
NCT06447662,Fluorouracil,FLUOROURACIL
NCT06447662,Oxaliplatin,OXALIPLATIN
NCT06447662,Pembrolizumab,PEMBROLIZUMAB
NCT06447662,Cisplatin,CISPLATIN
NCT06447662,Paclitaxel,PACLITAXEL
NCT06447662,Carboplatin,CARBOPLATIN
NCT06447662,Sasanlimab,SASANLIMAB
NCT06358677,Topical Tretinoin,TRETINOIN
NCT05379595,Amivantamab IV,AMIVANTAMAB
NCT05379595,Fluorouracil,FLUOROURACIL
NCT05379595,Oxaliplatin,OXALIPLATIN
NCT05379595,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT06143553,Paclitaxel Polymeric Micelles for Injection,PACLITAXEL
NCT06143553,Capecitabine Tablets,CAPECITABINE
NCT06143553,Gemcitabine Hydrochloride for Injection,GEMCITABINE
NCT06143553,Vinorelbine Tartrate Injection,VINORELBINE TARTRATE
NCT04587128,Panitumumab,PANITUMUMAB
NCT04587128,Cetuximab,CETUXIMAB
NCT04587128,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT07102381,Zanidatamab,ZANIDATAMAB
NCT07102381,Paclitaxel,PACLITAXEL
NCT07102381,Carboplatin,CARBOPLATIN
NCT07102381,Trastuzumab,TRASTUZUMAB
NCT03433469,Osimertinib,OSIMERTINIB
NCT02542293,Durvalumab +Tremelimumab,DURVALUMAB
NCT02542293,Durvalumab +Tremelimumab,TREMELIMUMAB
NCT02542293,Paclitaxel + carboplatin,PACLITAXEL
NCT02542293,Paclitaxel + carboplatin,CARBOPLATIN
NCT02542293,Gemcitabine + cisplatin,GEMCITABINE
NCT02542293,Gemcitabine + cisplatin,CISPLATIN
NCT05271916,Dacomitinib+Anlotinib,DACOMITINIB
NCT05271916,Dacomitinib+Anlotinib,ANLOTINIB
NCT05704634,Cemiplimab,CEMIPLIMAB
NCT05704634,Kevzara (Sarilumab),SARILUMAB
NCT07264647,Tislelizumab,TISLELIZUMAB
NCT03410043,Osimertinib,OSIMERTINIB
NCT07464366,Pucotenlimab,PUCOTENLIMAB
NCT05625594,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05625594,Fludarabine,FLUDARABINE
NCT06300424,Carboplatin,CARBOPLATIN
NCT06300424,Nab paclitaxel,NAB-PACLITAXEL
NCT05104788,Icotinib,ICOTINIB
NCT05104788,Cisplatin,CISPLATIN
NCT05104788,Carboplatin,CARBOPLATIN
NCT06771596,Nimotuzumab Injection,NIMOTUZUMAB
NCT07505173,Hippocampus-Protective Radiotherapy Combined With Osimertinib for Symptomatic Brain Metastases in EGFR-classic Mutated Lung Cancer,OSIMERTINIB
NCT06973096,Rituximab or Rituximab biosimilar,RITUXIMAB
NCT06973096,Fludarabine + Cyclophosphamide combination,FLUDARABINE
NCT06973096,Fludarabine + Cyclophosphamide combination,CYCLOPHOSPHAMIDE
NCT06517212,Tirzepatide,TIRZEPATIDE
NCT06293677,Dosage Adjustment Rules for Augmented Renal Clearance (DAR-ARC) for piperacillin-tazobactam and meropenem,TAZOBACTAM
NCT06984588,Toripalimab,TORIPALIMAB
NCT06984588,Pembrolizumab,PEMBROLIZUMAB
NCT06382948,Everolimus,EVEROLIMUS
NCT06382948,Elacestrant,ELACESTRANT
NCT06382948,Auxiliary Medicinal Product - Dexamethasone,DEXAMETHASONE
NCT02465060,Adavosertib,ADAVOSERTIB
NCT02465060,Afatinib,AFATINIB
NCT02465060,Afatinib Dimaleate,AFATINIB DIMALEATE
NCT02465060,Binimetinib,BINIMETINIB
NCT02465060,Capivasertib,CAPIVASERTIB
NCT02465060,Copanlisib,COPANLISIB
NCT02465060,Copanlisib Hydrochloride,COPANLISIB HYDROCHLORIDE
NCT02465060,Crizotinib,CRIZOTINIB
NCT02465060,Dabrafenib,DABRAFENIB
NCT02465060,Dasatinib,DASATINIB
NCT02465060,Defactinib,DEFACTINIB
NCT02465060,Erdafitinib,ERDAFITINIB
NCT02465060,Fexagratinib,FEXAGRATINIB
NCT02465060,Ipatasertib,IPATASERTIB
NCT02465060,Larotrectinib,LAROTRECTINIB
NCT02465060,Larotrectinib Sulfate,LAROTRECTINIB SULFATE
NCT02465060,Nivolumab,NIVOLUMAB
NCT02465060,Osimertinib,OSIMERTINIB
NCT02465060,Palbociclib,PALBOCICLIB
NCT02465060,PI3K-beta Inhibitor GSK2636771,GSK-2636771
NCT02465060,Relatlimab,RELATLIMAB
NCT02465060,Sapanisertib,SAPANISERTIB
NCT02465060,Sunitinib Malate,SUNITINIB
NCT02465060,Taselisib,TASELISIB
NCT02465060,Trametinib,TRAMETINIB
NCT02465060,Trastuzumab,TRASTUZUMAB
NCT02465060,Ulixertinib,ULIXERTINIB
NCT02465060,Vismodegib,VISMODEGIB
NCT06627647,Rilvegostomig,RILVEGOSTOMIG
NCT06627647,Pembrolizumab,PEMBROLIZUMAB
NCT06627647,Carboplatin,CARBOPLATIN
NCT06627647,Cisplatin,CISPLATIN
NCT07392658,Amivantamab,AMIVANTAMAB
NCT07318805,Fulvestrant,FULVESTRANT
NCT07318805,Cetuximab,CETUXIMAB
NCT07318805,Fluorouracil,FLUOROURACIL
NCT07318805,Oxaliplatin,OXALIPLATIN
NCT05717790,Nimotuzumab,NIMOTUZUMAB
NCT05717790,Gemcitabine,GEMCITABINE
NCT05717790,Cisplatin,CISPLATIN
NCT03820141,Durvalumab,DURVALUMAB
NCT03820141,Trastuzumab,TRASTUZUMAB
NCT06926413,Aumolertinib；midazolam,AUMOLERTINIB
NCT06926413,Aumolertinib；midazolam,MIDAZOLAM HYDROCHLORIDE
NCT05432518,Afatinib,AFATINIB
NCT05432518,Dasatinib,DASATINIB
NCT05432518,Palbociclib,PALBOCICLIB
NCT05432518,Everolimus,EVEROLIMUS
NCT05432518,Olaparib,OLAPARIB
NCT06383884,Patritumab Deruxtecan,PATRITUMAB DERUXTECAN
NCT07498478,Tinengotinib at the optimal dose combined with Fulvestrant,TINENGOTINIB
NCT07498478,Tinengotinib at the optimal dose combined with Fulvestrant,FULVESTRANT
NCT06105632,Fulvestrant,FULVESTRANT
NCT06105632,Everolimus,EVEROLIMUS
NCT06105632,Exemestane,EXEMESTANE
NCT04619004,Patritumab Deruxtecan (Fixed dose),PATRITUMAB
NCT06483555,Gemcitabine,GEMCITABINE
NCT06483555,Nab paclitaxel,NAB-PACLITAXEL
NCT06483555,Erlotinib,ERLOTINIB
NCT03178552,Alectinib,ALECTINIB
NCT03178552,Atezolizumab,ATEZOLIZUMAB
NCT03178552,Cisplatin,CISPLATIN
NCT03178552,Carboplatin,CARBOPLATIN
NCT03178552,Gemcitabine,GEMCITABINE
NCT03178552,Entrectinib,ENTRECTINIB
NCT03178552,Cobimetinib,COBIMETINIB
NCT03178552,Vemurafenib,VEMURAFENIB
NCT03178552,Divarasib,DIVARASIB
NCT06495164,Palbociclib,PALBOCICLIB
NCT06495164,Aromatase inhibitor,AROMATASE INHIBITOR
NCT06495164,Ribociclib,RIBOCICLIB
NCT06495164,Abemaciclib,ABEMACICLIB
NCT03787992,Gefitinib 250 mg,GEFITINIB
NCT04459065,IRDye800CW-nimotuzumab,NIMOTUZUMAB
NCT07060807,Patritumab deruxtecan,PATRITUMAB DERUXTECAN
NCT07060807,Paclitaxel,PACLITAXEL
NCT07060807,Nab-paclitaxel,NAB-PACLITAXEL
NCT07060807,Capecitabine,CAPECITABINE
NCT07060807,Liposomal doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT07060807,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT06047379,Ipilimumab,IPILIMUMAB
NCT06047379,Pembrolizumab,PEMBROLIZUMAB
NCT06047379,Nivolumab,NIVOLUMAB
NCT06047379,Regorafenib,REGORAFENIB
NCT06047379,Carboplatin,CARBOPLATIN
NCT06047379,Paclitaxel,PACLITAXEL
NCT06671379,platinum-based dual-agent chemotherapy,PLATINUM
NCT05020769,Osimertinib,OSIMERTINIB
NCT02315196,pegylated liposomal doxorubicin hydrochloride,DOXORUBICIN HYDROCHLORIDE
NCT02315196,epirubicin hydrochloride,EPIRUBICIN HYDROCHLORIDE
NCT02315196,carboplatin,CARBOPLATIN
NCT02315196,paclitaxel,PACLITAXEL
NCT04721977,Tucatinib,TUCATINIB
NCT04721977,Trastuzumab,TRASTUZUMAB
NCT04721977,Capecitabine,CAPECITABINE
NCT04415853,Irinotecan/Tegafur,IRINOTECAN HYDROCHLORIDE
NCT06361940,Aromatase inhibitors or tamoxifen,TAMOXIFEN
NCT07037680,Anlotinib,ANLOTINIB
NCT07288359,Fulvestrant,FULVESTRANT
NCT07288359,Letrozole,LETROZOLE
NCT06568939,Telisotuzumab Vedotin,TELISOTUZUMAB VEDOTIN
NCT03521154,Osimertinib 80mg/40mg,OSIMERTINIB
NCT01708954,Cabozantinib S-malate,CABOZANTINIB S-MALATE
NCT01708954,Erlotinib Hydrochloride,ERLOTINIB HYDROCHLORIDE
NCT06643416,Timolol 0.5% eye drops and betamethasone valerate 0.1% cream,TIMOLOL
NCT06643416,Timolol 0.5% eye drops and betamethasone valerate 0.1% cream,BETAMETHASONE
NCT04923906,Aumolertinib,AUMOLERTINIB
NCT04001777,Osimertinib Mesylate Tablets,OSIMERTINIB
NCT07003074,Docetaxel combined + Trastuzumab +Pertuzumab,TRASTUZUMAB
NCT01937117,Trastuzumab,TRASTUZUMAB
NCT02107703,Abemaciclib,ABEMACICLIB
NCT02107703,Fulvestrant,FULVESTRANT
