drug_claim_name,nomenclature,concept_id,drug_name,approved,immunotherapy,anti_neoplastic,source_db_name,source_db_version,fda_approval_year,biomarker,drug_class,mechanism
bupivacaine hydrochloride,Primary Drug Name,rxcui:267396,BUPIVACAINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
phentermine resin,Primary Drug Name,rxcui:221138,PHENTERMINE RESIN,True,False,False,RxNorm,20240401,,,,
desipramine hydrochloride,Primary Drug Name,rxcui:203174,DESIPRAMINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
guanethidine monosulfate,Primary Drug Name,rxcui:82023,GUANETHIDINE MONOSULFATE,True,False,False,RxNorm,20240401,,,,
pseudoephedrine sulfate,Primary Drug Name,rxcui:91169,PSEUDOEPHEDRINE SULFATE,True,False,False,RxNorm,20240401,,,,
Drotrecogin Alfa (Activated),Primary Drug Name,ncit:C80267,DROTRECOGIN ALFA (ACTIVATED),True,False,False,NCIt,24.02d,,,,
trametinib dimethyl sulfoxide,Primary Drug Name,rxcui:1425098,TRAMETINIB DIMETHYL SULFOXIDE,True,False,True,RxNorm,20240401,,,,
crizotinib,Primary Drug Name,rxcui:1148495,CRIZOTINIB,True,False,True,RxNorm,20240401,2011.0,"*ALK+ (ALK Fusions)
*ROS1+ (ROS1 Fusions)",Multikinase inhibitor,"Multi-targeted receptor tyrosine kinase inhibitor (targets include ALK, ROS1 and MET)"
mirabegron,Primary Drug Name,rxcui:1300786,MIRABEGRON,True,False,False,RxNorm,20240401,,,,
palifermin,Primary Drug Name,rxcui:196319,PALIFERMIN,True,False,False,RxNorm,20240401,,,,
dabrafenib,Primary Drug Name,rxcui:1424911,DABRAFENIB,True,False,True,RxNorm,20240401,2013.0,BRAF V600E/K,Small molecule kinase inhibitor,BRAF inhibitor
amodiaquine hydrochloride,Primary Drug Name,rxcui:314495,AMODIAQUINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
norethynodrel,Primary Drug Name,rxcui:7515,NORETHYNODREL,True,False,False,RxNorm,20240401,,,,
medroxyprogesterone acetate,Primary Drug Name,rxcui:1000112,MEDROXYPROGESTERONE ACETATE,True,False,False,RxNorm,20240401,,,,
dydrogesterone,Primary Drug Name,rxcui:3706,DYDROGESTERONE,True,False,False,RxNorm,20240401,,,,
ethynodiol diacetate,Primary Drug Name,rxcui:4170,ETHYNODIOL DIACETATE,True,False,False,RxNorm,20240401,,,,
perampanel,Primary Drug Name,rxcui:1356552,PERAMPANEL,True,False,False,RxNorm,20240401,,,,
nicotine polacrilex,Primary Drug Name,rxcui:31765,NICOTINE POLACRILEX,True,False,False,RxNorm,20240401,,,,
varenicline,Primary Drug Name,rxcui:591622,VARENICLINE,True,False,False,RxNorm,20240401,,,,
cerivastatin sodium,Primary Drug Name,rxcui:221072,CERIVASTATIN SODIUM,True,False,False,RxNorm,20240401,,,,
fluvastatin,Primary Drug Name,rxcui:41127,FLUVASTATIN,True,False,False,RxNorm,20240401,,,,
amlexanox,Primary Drug Name,rxcui:46307,AMLEXANOX,True,False,False,RxNorm,20240401,,,,
dyphylline,Primary Drug Name,rxcui:3714,DYPHYLLINE,True,False,False,RxNorm,20240401,,,,
flavoxate hydrochloride,Primary Drug Name,rxcui:142437,FLAVOXATE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
aminophylline,Primary Drug Name,rxcui:689,AMINOPHYLLINE,True,False,False,RxNorm,20240401,,,,
ospemifene,Primary Drug Name,rxcui:1370971,OSPEMIFENE,True,False,False,RxNorm,20240401,,,,
fulvestrant,Primary Drug Name,rxcui:282357,FULVESTRANT,True,False,True,RxNorm,20240401,2002.0,HR+/ HER2-,Hormone therapy,Selective estrogen receptor degrader (SERD)
eptifibatide,Primary Drug Name,rxcui:75635,EPTIFIBATIDE,True,False,False,RxNorm,20240401,,,,
Iodine I-131,Primary Drug Name,ncit:C1639,IODINE I-131,False,False,False,NCIt,24.02d,,,,
Anthracycline Antineoplastic Antibiotic,Primary Drug Name,ncit:C1594,ANTHRACYCLINE ANTINEOPLASTIC ANTIBIOTIC,False,False,True,NCIt,24.02d,,,,
potassium citrate anhydrous,Primary Drug Name,rxcui:1374802,POTASSIUM CITRATE ANHYDROUS,True,False,False,RxNorm,20240401,,,,
Recombinant Transforming Growth Factor-Beta-2,Primary Drug Name,ncit:C1286,RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA-2,False,False,False,NCIt,24.02d,,,,
Omapatrilat,Primary Drug Name,ncit:C1782,OMAPATRILAT,False,False,False,NCIt,24.02d,,,,
Bombesin Antagonist,Primary Drug Name,ncit:C2132,BOMBESIN ANTAGONIST,False,False,False,NCIt,24.02d,,,,
ifosfamide,Primary Drug Name,rxcui:5657,IFOSFAMIDE,True,False,True,RxNorm,20240401,,,,
Cremophor,Primary Drug Name,ncit:C28896,CREMOPHOR,False,False,False,NCIt,24.02d,,,,
technetium Tc 99m sestamibi,Primary Drug Name,rxcui:1482913,TECHNETIUM TC 99M SESTAMIBI,True,False,False,RxNorm,20240401,,,,
Recombinant 70-kD Heat-Shock Protein,Primary Drug Name,ncit:C28696,RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,False,False,False,NCIt,24.02d,,,,
Huang Lian,Primary Drug Name,ncit:C2626,HUANG LIAN,False,False,False,NCIt,24.02d,,,,
Pneumococcal Polyvalent Vaccine,Primary Drug Name,ncit:C1643,PNEUMOCOCCAL POLYVALENT VACCINE,False,False,False,NCIt,24.02d,,,,
pentosan polysulfate,Primary Drug Name,rxcui:155046,PENTOSAN POLYSULFATE,True,False,False,RxNorm,20240401,,,,
Sialyl Tn Antigen,Primary Drug Name,ncit:C1226,SIALYL TN ANTIGEN,False,False,False,NCIt,24.02d,,,,
sodium nitrite,Primary Drug Name,rxcui:9894,SODIUM NITRITE,True,False,False,RxNorm,20240401,,,,
lansoprazole,Primary Drug Name,rxcui:17128,LANSOPRAZOLE,True,False,False,RxNorm,20240401,,,,
pantoprazole sodium,Primary Drug Name,rxcui:253191,PANTOPRAZOLE SODIUM,True,False,False,RxNorm,20240401,,,,
esomeprazole magnesium,Primary Drug Name,rxcui:283562,ESOMEPRAZOLE MAGNESIUM,True,False,False,RxNorm,20240401,,,,
iodixanol,Primary Drug Name,rxcui:27729,IODIXANOL,True,False,False,RxNorm,20240401,,,,
codeine anhydrous,Primary Drug Name,rxcui:1545976,CODEINE ANHYDROUS,True,False,False,RxNorm,20240401,,,,
naltrexone,Primary Drug Name,rxcui:7243,NALTREXONE,True,False,False,RxNorm,20240401,,,,
codeine sulfate,Primary Drug Name,rxcui:91104,CODEINE SULFATE,True,False,False,RxNorm,20240401,,,,
naltrexone hydrochloride,Primary Drug Name,rxcui:105069,NALTREXONE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
nalmefene hydrochloride,Primary Drug Name,rxcui:236069,NALMEFENE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
Esomeprazole magnesium,Primary Drug Name,rxcui:1294569,ESOMEPRAZOLE SODIUM,True,False,False,ChemIDplus,20230222,,,,
paclitaxel,Primary Drug Name,rxcui:56946,PACLITAXEL,True,False,True,RxNorm,20240401,,,,
eribulin mesylate,Primary Drug Name,rxcui:1045452,ERIBULIN MESYLATE,True,False,True,RxNorm,20240401,,,,
colchicine,Primary Drug Name,rxcui:2683,COLCHICINE,True,False,False,RxNorm,20240401,,,,
ponatinib,Primary Drug Name,rxcui:1364347,PONATINIB,True,False,True,RxNorm,20240401,2012.0,"Ph+ (BCR-ABL1 Fusion) or
ABL1 T315I",Multikinase inhibitor,"Multi-targeted tyrosine kinase inhibitor (targets include BCR-ABL1, VEGFR, PDGFR, FGFR and SRC family members among others)"
carvedilol,Primary Drug Name,rxcui:20352,CARVEDILOL,True,False,False,RxNorm,20240401,,,,
isoproterenol,Primary Drug Name,rxcui:6054,ISOPROTERENOL,True,False,False,RxNorm,20240401,,,,
anagrelide hydrochloride,Primary Drug Name,rxcui:236612,ANAGRELIDE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
methyldopate hydrochloride,Primary Drug Name,rxcui:91241,METHYLDOPATE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
apraclonidine hydrochloride,Primary Drug Name,rxcui:91350,APRACLONIDINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
pergolide mesylate,Primary Drug Name,rxcui:8048,PERGOLIDE MESYLATE,True,False,False,RxNorm,20240401,,,,
phenylephrine bitartrate,Primary Drug Name,rxcui:91167,PHENYLEPHRINE BITARTRATE,True,False,False,RxNorm,20240401,,,,
alfuzosin hydrochloride,Primary Drug Name,rxcui:46043,ALFUZOSIN HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
metaraminol bitartrate,Primary Drug Name,rxcui:6806,METARAMINOL BITARTRATE,True,False,False,RxNorm,20240401,,,,
phenylephrine hydrochloride,Primary Drug Name,rxcui:8164,PHENYLEPHRINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
prazosin hydrochloride,Primary Drug Name,rxcui:203210,PRAZOSIN HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
terazosin hydrochloride,Primary Drug Name,rxcui:235224,TERAZOSIN HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
diflunisal,Primary Drug Name,rxcui:3393,DIFLUNISAL,True,False,False,RxNorm,20240401,,,,
"ibuprofen, sodium salt",Primary Drug Name,rxcui:1429044,"IBUPROFEN, SODIUM SALT",True,False,True,RxNorm,20240401,,,,
bismuth subsalicylate,Primary Drug Name,rxcui:19478,BISMUTH SUBSALICYLATE,True,False,False,RxNorm,20240401,,,,
tolmetin sodium,Primary Drug Name,rxcui:42935,TOLMETIN SODIUM,True,False,False,RxNorm,20240401,,,,
indomethacin sodium,Primary Drug Name,rxcui:1294612,INDOMETHACIN SODIUM,True,False,False,RxNorm,20240401,,,,
oxaprozin potassium,Primary Drug Name,rxcui:660767,OXAPROZIN POTASSIUM,True,False,False,RxNorm,20240401,,,,
ibuprofen lysine,Primary Drug Name,rxcui:36761,IBUPROFEN LYSINE,True,False,False,RxNorm,20240401,,,,
phenylbutazone,Primary Drug Name,rxcui:8160,PHENYLBUTAZONE,True,False,False,RxNorm,20240401,,,,
suprofen,Primary Drug Name,rxcui:10255,SUPROFEN,True,False,False,RxNorm,20240401,,,,
etoposide,Primary Drug Name,rxcui:4179,ETOPOSIDE,True,False,True,RxNorm,20240401,,,,
pentoxifylline,Primary Drug Name,rxcui:8013,PENTOXIFYLLINE,True,False,False,RxNorm,20240401,,,,
caffeine citrate,Primary Drug Name,rxcui:20033,CAFFEINE CITRATE,True,False,False,RxNorm,20240401,,,,
isosorbide mononitrate,Primary Drug Name,rxcui:28004,ISOSORBIDE MONONITRATE,True,False,False,RxNorm,20240401,,,,
mycophenolate,Primary Drug Name,rxcui:265323,MYCOPHENOLATE,True,True,False,RxNorm,20240401,,,,
oxymetazoline hydrochloride,Primary Drug Name,rxcui:106101,OXYMETAZOLINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
chlorpropamide,Primary Drug Name,rxcui:2404,CHLORPROPAMIDE,True,False,False,RxNorm,20240401,,,,
repaglinide,Primary Drug Name,rxcui:73044,REPAGLINIDE,True,False,False,RxNorm,20240401,,,,
triamterene,Primary Drug Name,rxcui:10763,TRIAMTERENE,True,False,False,RxNorm,20240401,,,,
denileukin diftitox,Primary Drug Name,rxcui:214470,DENILEUKIN DIFTITOX,True,False,True,RxNorm,20240401,1998.0,CD25+,"Hematopoietic protein binding antibody, ADC or cytotoxin",CD25-directed cytotoxin
gemcitabine,Primary Drug Name,rxcui:12574,GEMCITABINE,True,False,True,RxNorm,20240401,,,,
gallium nitrate,Primary Drug Name,rxcui:25544,GALLIUM NITRATE,True,False,False,RxNorm,20240401,,,,
sodium oxybate,Primary Drug Name,rxcui:9899,SODIUM OXYBATE,True,False,False,RxNorm,20240401,,,,
bicalutamide,Primary Drug Name,rxcui:83008,BICALUTAMIDE,True,False,True,RxNorm,20240401,,,,
methyltestosterone,Primary Drug Name,rxcui:6904,METHYLTESTOSTERONE,True,False,False,RxNorm,20240401,,,,
ethylestrenol,Primary Drug Name,rxcui:4162,ETHYLESTRENOL,True,False,False,RxNorm,20240401,,,,
oxandrolone,Primary Drug Name,rxcui:7779,OXANDROLONE,True,False,False,RxNorm,20240401,,,,
pirbuterol acetate,Primary Drug Name,rxcui:221142,PIRBUTEROL ACETATE,True,False,False,RxNorm,20240401,,,,
salmeterol xinafoate,Primary Drug Name,rxcui:72616,SALMETEROL XINAFOATE,True,False,False,RxNorm,20240401,,,,
ritodrine hydrochloride,Primary Drug Name,rxcui:105470,RITODRINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
pentazocine,Primary Drug Name,rxcui:8001,PENTAZOCINE,True,False,False,RxNorm,20240401,,,,
rivaroxaban,Primary Drug Name,rxcui:1114195,RIVAROXABAN,True,False,False,RxNorm,20240401,,,,
milrinone lactate,Primary Drug Name,rxcui:155120,MILRINONE LACTATE,True,False,False,RxNorm,20240401,,,,
vigabatrin,Primary Drug Name,rxcui:14851,VIGABATRIN,True,False,False,RxNorm,20240401,,,,
rifaximin,Primary Drug Name,rxcui:35619,RIFAXIMIN,True,False,False,RxNorm,20240401,,,,
micafungin sodium,Primary Drug Name,rxcui:487070,MICAFUNGIN SODIUM,True,False,False,RxNorm,20240401,,,,
diethylcarbamazine citrate,Primary Drug Name,rxcui:203175,DIETHYLCARBAMAZINE CITRATE,True,False,False,RxNorm,20240401,,,,
laronidase,Primary Drug Name,rxcui:392509,LARONIDASE,True,False,False,RxNorm,20240401,,,,
acetohydroxamic acid,Primary Drug Name,rxcui:16728,ACETOHYDROXAMIC ACID,True,False,False,RxNorm,20240401,,,,
belatacept,Primary Drug Name,rxcui:1112973,BELATACEPT,True,False,False,RxNorm,20240401,,,,
cloxacillin sodium,Primary Drug Name,rxcui:9864,CLOXACILLIN SODIUM,True,False,False,RxNorm,20240401,,,,
albendazole,Primary Drug Name,rxcui:430,ALBENDAZOLE,True,False,False,RxNorm,20240401,,,,
itraconazole,Primary Drug Name,rxcui:28031,ITRACONAZOLE,True,False,False,RxNorm,20240401,,,,
vidarabine,Primary Drug Name,rxcui:11194,VIDARABINE,True,False,False,RxNorm,20240401,,,,
valacyclovir hydrochloride,Primary Drug Name,rxcui:236081,VALACYCLOVIR HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
SURUFATINIB,Primary Name,ncit:C116066,SULFATINIB,False,False,False,ChEMBL,33,,,,
trimetrexate glucuronate,Primary Drug Name,rxcui:38725,TRIMETREXATE GLUCURONATE,True,False,False,RxNorm,20240401,,,,
saquinavir mesylate,Primary Drug Name,rxcui:859857,SAQUINAVIR MESYLATE,True,False,False,RxNorm,20240401,,,,
darunavir ethanolate,Primary Drug Name,rxcui:644682,DARUNAVIR ETHANOLATE,True,False,False,RxNorm,20240401,,,,
atazanavir,Primary Drug Name,rxcui:343047,ATAZANAVIR,True,False,False,RxNorm,20240401,,,,
ticlopidine hydrochloride,Primary Drug Name,rxcui:97,TICLOPIDINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
tositumomab,Primary Drug Name,rxcui:263010,TOSITUMOMAB,True,False,True,RxNorm,20240401,,,,
Decamethonium Bromide,Primary Drug Name,ncit:C65365,DECAMETHONIUM BROMIDE,True,False,False,NCIt,24.02d,,,,
pipecuronium bromide,Primary Drug Name,rxcui:66983,PIPECURONIUM BROMIDE,True,False,False,RxNorm,20240401,,,,
ivermectin,Primary Drug Name,rxcui:6069,IVERMECTIN,True,False,False,RxNorm,20240401,,,,
sevoflurane,Primary Drug Name,rxcui:36453,SEVOFLURANE,True,False,False,RxNorm,20240401,,,,
dimercaprol,Primary Drug Name,rxcui:3445,DIMERCAPROL,True,False,False,RxNorm,20240401,,,,
deferoxamine,Primary Drug Name,rxcui:3131,DEFEROXAMINE,True,False,False,RxNorm,20240401,,,,
mazindol,Primary Drug Name,rxcui:6664,MAZINDOL,True,False,False,RxNorm,20240401,,,,
sibutramine hydrochloride,Primary Drug Name,rxcui:1294535,SIBUTRAMINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
dinoprostone,Primary Drug Name,rxcui:3478,DINOPROSTONE,True,False,False,RxNorm,20240401,,,,
glutethimide,Primary Drug Name,rxcui:4903,GLUTETHIMIDE,True,False,False,RxNorm,20240401,,,,
prazepam,Primary Drug Name,rxcui:8627,PRAZEPAM,True,False,False,RxNorm,20240401,,,,
propofol,Primary Drug Name,rxcui:8782,PROPOFOL,True,False,False,RxNorm,20240401,,,,
pentobarbital sodium,Primary Drug Name,rxcui:203085,PENTOBARBITAL SODIUM,True,False,False,RxNorm,20240401,,,,
secobarbital sodium,Primary Drug Name,rxcui:91110,SECOBARBITAL SODIUM,True,False,False,RxNorm,20240401,,,,
thiopental sodium,Primary Drug Name,rxcui:282416,THIOPENTAL SODIUM,True,False,False,RxNorm,20240401,,,,
etomidate,Primary Drug Name,rxcui:4177,ETOMIDATE,True,False,False,RxNorm,20240401,,,,
flurazepam hydrochloride,Primary Drug Name,rxcui:71484,FLURAZEPAM HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
halazepam,Primary Drug Name,rxcui:26412,HALAZEPAM,True,False,False,RxNorm,20240401,,,,
zolpidem tartrate,Primary Drug Name,rxcui:221183,ZOLPIDEM TARTRATE,True,False,False,RxNorm,20240401,,,,
zaleplon,Primary Drug Name,rxcui:74667,ZALEPLON,True,False,False,RxNorm,20240401,,,,
dutasteride,Primary Drug Name,rxcui:228790,DUTASTERIDE,True,False,False,RxNorm,20240401,,,,
desmopressin,Primary Drug Name,rxcui:3251,DESMOPRESSIN,True,False,False,RxNorm,20240401,,,,
sulfamethazine,Primary Drug Name,rxcui:10178,SULFAMETHAZINE,True,False,False,RxNorm,20240401,,,,
Sulfaphenazole,Primary Drug Name,ncit:C66569,SULFAPHENAZOLE,True,False,False,NCIt,24.02d,,,,
sulfamethoxazole,Primary Drug Name,rxcui:10180,SULFAMETHOXAZOLE,True,False,False,RxNorm,20240401,,,,
trimethoprim hydrochloride,Primary Drug Name,rxcui:259281,TRIMETHOPRIM HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
glycerol phenylbutyrate,Primary Drug Name,rxcui:1368451,GLYCEROL PHENYLBUTYRATE,True,False,False,RxNorm,20240401,,,,
cephapirin sodium,Primary Drug Name,rxcui:42562,CEPHAPIRIN SODIUM,True,False,False,RxNorm,20240401,,,,
carbenicillin indanyl sodium,Primary Drug Name,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,RxNorm,20240401,,,,
cefamandole nafate,Primary Drug Name,rxcui:20473,CEFAMANDOLE NAFATE,True,False,False,RxNorm,20240401,,,,
cefaclor anhydrous,Primary Drug Name,rxcui:1450910,CEFACLOR ANHYDROUS,True,False,False,RxNorm,20240401,,,,
cephradine,Primary Drug Name,rxcui:2239,CEPHRADINE,True,False,False,RxNorm,20240401,,,,
aztreonam,Primary Drug Name,rxcui:1272,AZTREONAM,True,False,False,RxNorm,20240401,,,,
cefmetazole sodium,Primary Drug Name,rxcui:203140,CEFMETAZOLE SODIUM,True,False,False,RxNorm,20240401,,,,
Cefmenoxime Hydrochloride,Primary Drug Name,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,NCIt,24.02d,,,,
cefotetan disodium,Primary Drug Name,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,RxNorm,20240401,,,,
cefixime anhydrous,Primary Drug Name,rxcui:1546021,CEFIXIME ANHYDROUS,True,False,False,RxNorm,20240401,,,,
penicillin G potassium,Primary Drug Name,rxcui:203133,PENICILLIN G POTASSIUM,True,False,False,RxNorm,20240401,,,,
amdinocillin,Primary Drug Name,rxcui:626,AMDINOCILLIN,True,False,False,RxNorm,20240401,,,,
dicloxacillin sodium,Primary Drug Name,rxcui:267257,DICLOXACILLIN SODIUM,True,False,False,RxNorm,20240401,,,,
permethrin,Primary Drug Name,rxcui:33199,PERMETHRIN,True,False,False,RxNorm,20240401,,,,
probucol,Primary Drug Name,rxcui:8699,PROBUCOL,True,False,False,RxNorm,20240401,,,,
mercaptopurine,Primary Drug Name,rxcui:103,MERCAPTOPURINE,True,False,True,RxNorm,20240401,,,,
praziquantel,Primary Drug Name,rxcui:8628,PRAZIQUANTEL,True,False,False,RxNorm,20240401,,,,
amikacin,Primary Drug Name,rxcui:641,AMIKACIN,True,False,False,RxNorm,20240401,,,,
oxytetracycline anhydrous,Primary Drug Name,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,True,False,False,RxNorm,20240401,,,,
clindamycin,Primary Drug Name,rxcui:2582,CLINDAMYCIN,True,False,False,RxNorm,20240401,,,,
chloramphenicol sodium succinate,Primary Drug Name,rxcui:47998,CHLORAMPHENICOL SODIUM SUCCINATE,True,False,False,RxNorm,20240401,,,,
clindamycin hydrochloride,Primary Drug Name,rxcui:81982,CLINDAMYCIN HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
interferon beta-1a,Primary Drug Name,rxcui:75917,INTERFERON BETA-1A,True,False,False,RxNorm,20240401,,,,
tetracycline phosphate complex,Primary Drug Name,rxcui:2105975,TETRACYCLINE PHOSPHATE COMPLEX,True,False,False,RxNorm,20240401,,,,
minocycline hydrochloride,Primary Drug Name,rxcui:6979,MINOCYCLINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
erythromycin estolate,Primary Drug Name,rxcui:4055,ERYTHROMYCIN ESTOLATE,True,False,False,RxNorm,20240401,,,,
clarithromycin,Primary Drug Name,rxcui:21212,CLARITHROMYCIN,True,False,False,RxNorm,20240401,,,,
interferon gamma-1b,Primary Drug Name,rxcui:5882,INTERFERON GAMMA-1B,True,True,False,RxNorm,20240401,,,,
ethanolamine oleate,Primary Drug Name,rxcui:24460,ETHANOLAMINE OLEATE,True,False,False,RxNorm,20240401,,,,
colistimethate,Primary Drug Name,rxcui:2708,COLISTIMETHATE,True,False,False,RxNorm,20240401,,,,
telavancin,Primary Drug Name,rxcui:473837,TELAVANCIN,True,False,False,RxNorm,20240401,,,,
bacitracin zinc,Primary Drug Name,rxcui:11417,BACITRACIN ZINC,True,False,False,RxNorm,20240401,,,,
gentian violet cation,Primary Drug Name,rxcui:1546369,GENTIAN VIOLET CATION,True,False,False,RxNorm,20240401,,,,
metronidazole hydrochloride,Primary Drug Name,rxcui:82047,METRONIDAZOLE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
nitrofurazone,Primary Drug Name,rxcui:7455,NITROFURAZONE,True,False,False,RxNorm,20240401,,,,
bedaquiline fumarate,Primary Drug Name,rxcui:1364503,BEDAQUILINE FUMARATE,True,False,False,RxNorm,20240401,,,,
bendamustine hydrochloride,Primary Drug Name,rxcui:1114693,BENDAMUSTINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
dactinomycin,Primary Drug Name,rxcui:3100,DACTINOMYCIN,True,False,False,RxNorm,20240401,,,,
cyclophosphamide anhydrous,Primary Drug Name,rxcui:1545988,CYCLOPHOSPHAMIDE ANHYDROUS,True,False,False,RxNorm,20240401,,,,
streptozocin,Primary Drug Name,rxcui:10114,STREPTOZOCIN,True,False,False,RxNorm,20240401,,,,
plicamycin,Primary Drug Name,rxcui:6995,PLICAMYCIN,True,False,False,RxNorm,20240401,,,,
melphalan hydrochloride,Primary Drug Name,rxcui:235857,MELPHALAN HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
dacarbazine,Primary Drug Name,rxcui:3098,DACARBAZINE,True,False,True,RxNorm,20240401,,,,
procarbazine hydrochloride,Primary Drug Name,rxcui:66925,PROCARBAZINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
trioxsalen,Primary Drug Name,rxcui:10844,TRIOXSALEN,True,False,False,RxNorm,20240401,,,,
ciprofloxacin hydrochloride,Primary Drug Name,rxcui:81981,CIPROFLOXACIN HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
BILASTINE,Primary Name,ncit:C73045,BILASTINE,True,False,False,ChEMBL,33,,,,
nalidixic acid,Primary Drug Name,rxcui:7240,NALIDIXIC ACID,True,False,False,RxNorm,20240401,,,,
pregabalin,Primary Drug Name,rxcui:187832,PREGABALIN,True,False,False,RxNorm,20240401,,,,
clofazimine,Primary Drug Name,rxcui:2592,CLOFAZIMINE,True,False,False,RxNorm,20240401,,,,
oxamniquine,Primary Drug Name,rxcui:7778,OXAMNIQUINE,True,False,False,RxNorm,20240401,,,,
tinidazole,Primary Drug Name,rxcui:10612,TINIDAZOLE,True,False,False,RxNorm,20240401,,,,
pentamidine isethionate,Primary Drug Name,rxcui:7995,PENTAMIDINE ISETHIONATE,True,False,False,RxNorm,20240401,,,,
benoxinate hydrochloride,Primary Drug Name,rxcui:235398,BENOXINATE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
hexylcaine hydrochloride,Primary Drug Name,rxcui:1546032,HEXYLCAINE HYDROCHLORIDE,True,False,False,RxNorm,20240401,,,,
