source_evidence_id,target_drug_concept_id,evidence_level,significance,evidence_direction
4860,fda:DACOMITINIB,B,Sensitivity/Response,Supports
4861,rxcui:2123125,C,Sensitivity/Response,Supports
4862,fda:TRAMETINIB,B,Sensitivity/Response,Supports
4863,rxcui:1597876,B,Sensitivity/Response,Supports
4863,chembl:CHEMBL3707227,B,Sensitivity/Response,Supports
4866,rxcui:318341,B,Sensitivity/Response,Does Not Support
4866,rxcui:2361596,B,Sensitivity/Response,Does Not Support
4867,fda:TRAMETINIB,B,Sensitivity/Response,Does Not Support
4868,rxcui:2361596,B,Sensitivity/Response,Does Not Support
4868,rxcui:337525,B,Sensitivity/Response,Does Not Support
4869,rxcui:2049122,D,Sensitivity/Response,Supports
4869,rxcui:1601374,D,Sensitivity/Response,Supports
4871,iuphar.ligand:5037,D,Sensitivity/Response,Supports
4871,rxcui:2550729,D,Sensitivity/Response,Supports
4872,rxcui:1601374,D,Sensitivity/Response,Supports
4874,rxcui:2555,D,Sensitivity/Response,Supports
4874,ncit:C91392,D,Sensitivity/Response,Supports
4874,rxcui:1597582,D,Sensitivity/Response,Supports
4875,rxcui:2099704,B,Sensitivity/Response,Supports
4876,rxcui:2099704,B,Sensitivity/Response,Supports
4877,rxcui:328134,B,Sensitivity/Response,Supports
4879,ncit:C171616,D,Resistance,Supports
4880,ncit:C171616,D,Resistance,Supports
4881,ncit:C171616,D,Resistance,Supports
4882,ncit:C171616,D,Resistance,Supports
4883,ncit:C171616,D,Resistance,Supports
4884,ncit:C171616,D,Resistance,Supports
4885,ncit:C171616,D,Resistance,Supports
4886,ncit:C171616,D,Resistance,Supports
4887,ncit:C171616,D,Resistance,Supports
4888,ncit:C171616,D,Resistance,Supports
4889,ncit:C171616,D,Resistance,Supports
4890,ncit:C171616,D,Resistance,Supports
4891,ncit:C171616,D,Resistance,Supports
4905,fda:TRAMETINIB,C,Sensitivity/Response,Supports
4931,rxcui:328134,B,Sensitivity/Response,Supports
4955,fda:TRASTUZUMAB,C,Sensitivity/Response,Does Not Support
4955,rxcui:4492,C,Sensitivity/Response,Does Not Support
4996,rxcui:337525,B,Sensitivity/Response,Does Not Support
5069,rxcui:1940332,A,Sensitivity/Response,Supports
5215,rxcui:1597582,B,Sensitivity/Response,Supports
5215,rxcui:56946,B,Sensitivity/Response,Supports
5261,rxcui:1919083,A,Sensitivity/Response,Supports
5323,rxcui:141704,B,Sensitivity/Response,Supports
5338,rxcui:1940642,B,Sensitivity/Response,Supports
5339,rxcui:357977,B,Resistance,Supports
5339,rxcui:141704,B,Resistance,Supports
5344,rxcui:263034,A,Resistance,Supports
5344,rxcui:318341,A,Resistance,Supports
5345,rxcui:318341,A,Resistance,Supports
5345,rxcui:263034,A,Resistance,Supports
5505,drugbank:DB17021,D,Sensitivity/Response,Supports
5506,rxcui:12574,B,Sensitivity/Response,Supports
5508,rxcui:12574,B,Sensitivity/Response,Supports
5530,rxcui:12574,B,Sensitivity/Response,Supports
5599,chembl:CHEMBL538943,B,Sensitivity/Response,Supports
5599,rxcui:12574,B,Sensitivity/Response,Supports
5599,rxcui:56946,B,Sensitivity/Response,Supports
5811,rxcui:1547545,B,Sensitivity/Response,Supports
5815,rxcui:1597582,B,Sensitivity/Response,Supports
5816,rxcui:1597582,B,Sensitivity/Response,Supports
5829,ncit:C66961,C,Sensitivity/Response,Supports
5829,rxcui:153329,C,Sensitivity/Response,Supports
5830,rxcui:1597582,B,Sensitivity/Response,Supports
5831,rxcui:1597582,B,Sensitivity/Response,Supports
5835,hemonc:443,B,Sensitivity/Response,Does Not Support
5840,rxcui:141704,B,Sensitivity/Response,Does Not Support
5858,rxcui:1430438,C,Sensitivity/Response,Supports
5859,rxcui:1430438,C,Sensitivity/Response,Supports
5902,fda:TRAMETINIB,C,Sensitivity/Response,Supports
5902,rxcui:1424911,C,Sensitivity/Response,Supports
5903,fda:TRAMETINIB,C,Sensitivity/Response,Supports
5903,rxcui:1424911,C,Sensitivity/Response,Supports
5904,fda:TRAMETINIB,C,Sensitivity/Response,Supports
5904,rxcui:1424911,C,Sensitivity/Response,Supports
5905,rxcui:1147220,B,Sensitivity/Response,Supports
5906,rxcui:1147220,C,Sensitivity/Response,Supports
5906,rxcui:263034,C,Sensitivity/Response,Supports
5906,rxcui:153329,C,Sensitivity/Response,Supports
5908,rxcui:2550729,B,Sensitivity/Response,Supports
5909,rxcui:337525,C,Sensitivity/Response,Supports
5912,rxcui:2550729,B,Sensitivity/Response,Supports
5913,rxcui:1597582,B,Sensitivity/Response,Supports
5914,rxcui:1597582,B,Sensitivity/Response,Supports
5915,rxcui:32592,B,Sensitivity/Response,Supports
5915,rxcui:2555,B,Sensitivity/Response,Supports
5916,ncit:C1450,B,Sensitivity/Response,Supports
5922,rxcui:337525,D,Sensitivity/Response,Supports
5924,rxcui:328134,B,Sensitivity/Response,Supports
5924,rxcui:337525,B,Sensitivity/Response,Supports
5925,rxcui:328134,B,Sensitivity/Response,Supports
5925,rxcui:337525,B,Sensitivity/Response,Supports
5929,ncit:C91731,D,Sensitivity/Response,Supports
5929,rxcui:1597582,D,Sensitivity/Response,Supports
5932,rxcui:12574,B,Sensitivity/Response,Supports
5932,ncit:C60768,B,Sensitivity/Response,Supports
5932,rxcui:2555,B,Sensitivity/Response,Supports
5933,rxcui:12574,B,Sensitivity/Response,Supports
5933,rxcui:2555,B,Sensitivity/Response,Supports
5933,ncit:C60768,B,Sensitivity/Response,Supports
5934,ncit:C60768,B,Sensitivity/Response,Does Not Support
5935,ncit:C60768,B,Sensitivity/Response,Does Not Support
5936,ncit:C62526,C,Sensitivity/Response,Supports
5938,rxcui:337525,C,Sensitivity/Response,Does Not Support
5947,rxcui:1430438,D,Sensitivity/Response,Does Not Support
5947,rxcui:328134,D,Sensitivity/Response,Does Not Support
5952,rxcui:1535457,C,Sensitivity/Response,Supports
5953,rxcui:1597582,D,Sensitivity/Response,Supports
5954,rxcui:1148495,C,Sensitivity/Response,Supports
5955,rxcui:194000,B,Sensitivity/Response,Does Not Support
5955,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
5956,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
5956,rxcui:12574,B,Sensitivity/Response,Does Not Support
5957,rxcui:56946,B,Sensitivity/Response,Does Not Support
5957,rxcui:40048,B,Sensitivity/Response,Does Not Support
5957,ncit:C90565,B,Sensitivity/Response,Does Not Support
5958,rxcui:1147220,B,Sensitivity/Response,Supports
5959,rxcui:1147220,B,Sensitivity/Response,Supports
5960,rxcui:1147220,C,Sensitivity/Response,Supports
5961,rxcui:1147220,C,Sensitivity/Response,Supports
5962,rxcui:1147220,C,Sensitivity/Response,Supports
5964,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5965,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5966,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5967,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5968,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5969,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5970,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5971,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5972,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5973,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5974,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5975,rxcui:1147220,C,Sensitivity/Response,Does Not Support
5977,rxcui:1147220,C,Sensitivity/Response,Supports
5978,rxcui:1242987,B,Sensitivity/Response,Supports
5979,rxcui:1242987,B,Sensitivity/Response,Does Not Support
5980,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
5981,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
5982,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
5983,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
5984,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
5985,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
5986,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
5987,rxcui:2049873,C,Sensitivity/Response,Does Not Support
5988,rxcui:451796,D,Sensitivity/Response,Supports
5988,ncit:C91702,D,Sensitivity/Response,Supports
5989,rxcui:2555,D,Resistance,Supports
5989,rxcui:40048,D,Resistance,Supports
5994,fda:TRAMETINIB,D,Sensitivity/Response,Supports
6000,iuphar.ligand:5193,D,Sensitivity/Response,Supports
6001,rxcui:495881,D,Sensitivity/Response,Supports
6002,iuphar.ligand:5282,D,Resistance,Supports
6003,rxcui:495881,D,Sensitivity/Response,Supports
6004,iuphar.ligand:5282,D,Resistance,Supports
6005,rxcui:337525,C,Sensitivity/Response,Supports
6006,rxcui:1721560,C,Sensitivity/Response,Does Not Support
6019,drugbank:DB17021,D,Sensitivity/Response,Supports
6019,rxcui:1603350,D,Sensitivity/Response,Supports
6042,rxcui:1148495,C,Sensitivity/Response,Supports
6043,rxcui:1148495,C,Sensitivity/Response,Supports
6044,rxcui:1147220,A,Sensitivity/Response,Supports
6044,rxcui:1722365,A,Sensitivity/Response,Supports
6045,rxcui:1147220,B,Sensitivity/Response,Supports
6046,rxcui:2049106,B,Sensitivity/Response,Supports
6046,rxcui:318341,B,Sensitivity/Response,Supports
6047,rxcui:2049106,B,Sensitivity/Response,Supports
6047,rxcui:318341,B,Sensitivity/Response,Supports
6047,rxcui:2169285,B,Sensitivity/Response,Supports
6049,rxcui:41493,C,Sensitivity/Response,Does Not Support
6096,rxcui:1430438,C,Sensitivity/Response,Does Not Support
6098,rxcui:2104548,C,Sensitivity/Response,Supports
6099,rxcui:2104548,A,Sensitivity/Response,Supports
6100,rxcui:2104548,C,Sensitivity/Response,Supports
6101,rxcui:2104548,C,Sensitivity/Response,Supports
6102,rxcui:2104548,C,Sensitivity/Response,Supports
6103,rxcui:2104548,C,Sensitivity/Response,Supports
6123,rxcui:1424911,B,Sensitivity/Response,Supports
6123,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6123,rxcui:263034,B,Sensitivity/Response,Supports
6124,fda:TRAMETINIB,B,Sensitivity/Response,Does Not Support
6124,rxcui:263034,B,Sensitivity/Response,Does Not Support
6170,fda:TRASTUZUMAB,C,Sensitivity/Response,Supports
6170,rxcui:56946,C,Sensitivity/Response,Supports
6171,rxcui:194000,C,Sensitivity/Response,Supports
6171,fda:TRASTUZUMAB,C,Sensitivity/Response,Supports
6171,rxcui:1546014,C,Sensitivity/Response,Supports
6174,rxcui:1721560,D,Sensitivity/Response,Does Not Support
6178,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6178,rxcui:1424911,B,Sensitivity/Response,Supports
6179,rxcui:1424911,B,Sensitivity/Response,Supports
6179,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6180,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6180,rxcui:1424911,B,Sensitivity/Response,Supports
6181,rxcui:328134,C,Sensitivity/Response,Does Not Support
6181,rxcui:337525,C,Sensitivity/Response,Does Not Support
6182,rxcui:337525,C,Sensitivity/Response,Does Not Support
6182,rxcui:328134,C,Sensitivity/Response,Does Not Support
6183,rxcui:328134,B,Sensitivity/Response,Supports
6184,rxcui:328134,B,Sensitivity/Response,Supports
6186,rxcui:328134,C,Sensitivity/Response,Supports
6189,rxcui:10324,B,Sensitivity/Response,Does Not Support
6190,fda:DASATINIB,D,Resistance,Supports
6192,fda:DASATINIB,D,Resistance,Supports
6193,fda:DASATINIB,D,Resistance,Supports
6194,rxcui:662281,D,Resistance,Supports
6194,fda:DASATINIB,D,Resistance,Supports
6196,rxcui:662281,D,Resistance,Supports
6200,rxcui:662281,C,Resistance,Supports
6202,rxcui:480167,D,Resistance,Supports
6203,fda:TRASTUZUMAB,D,Resistance,Supports
6204,fda:TRASTUZUMAB,D,Resistance,Supports
6204,rxcui:480167,D,Resistance,Supports
6206,ncit:C74072,D,Resistance,Does Not Support
6207,rxcui:480167,D,Resistance,Supports
6208,fda:DASATINIB,D,Resistance,Supports
6209,fda:TRASTUZUMAB,D,Resistance,Supports
6210,fda:DASATINIB,D,Resistance,Supports
6211,fda:TRASTUZUMAB,D,Resistance,Supports
6211,rxcui:480167,D,Resistance,Supports
6213,ncit:C74072,D,Resistance,Does Not Support
6214,fda:DASATINIB,D,Resistance,Supports
6215,fda:DASATINIB,D,Resistance,Supports
6216,fda:DASATINIB,D,Resistance,Supports
6217,fda:DASATINIB,D,Resistance,Supports
6218,fda:DASATINIB,D,Resistance,Supports
6219,fda:DASATINIB,D,Resistance,Supports
6232,rxcui:662281,C,Resistance,Supports
6233,rxcui:662281,C,Resistance,Supports
6234,fda:DASATINIB,D,Resistance,Supports
6235,rxcui:662281,D,Resistance,Supports
6235,fda:DASATINIB,D,Resistance,Supports
6236,rxcui:662281,D,Resistance,Supports
6237,rxcui:662281,D,Resistance,Supports
6238,rxcui:662281,D,Resistance,Supports
6239,rxcui:662281,D,Resistance,Supports
6240,rxcui:662281,D,Resistance,Supports
6241,fda:DASATINIB,D,Resistance,Supports
6247,fda:DASATINIB,D,Resistance,Supports
6250,fda:DASATINIB,D,Resistance,Supports
6251,fda:DASATINIB,D,Resistance,Supports
6253,fda:DASATINIB,D,Resistance,Supports
6259,rxcui:1147220,D,Resistance,Does Not Support
6260,rxcui:1424911,C,Resistance,Supports
6261,rxcui:1147220,D,Resistance,Supports
6262,rxcui:1147220,B,Resistance,Supports
6262,rxcui:1424911,B,Resistance,Supports
6263,rxcui:1147220,B,Resistance,Supports
6263,rxcui:1424911,B,Resistance,Supports
6264,rxcui:1424911,B,Resistance,Supports
6264,rxcui:1147220,B,Resistance,Supports
6266,rxcui:1147220,D,Resistance,Does Not Support
6267,rxcui:662281,D,Resistance,Supports
6268,rxcui:1147220,C,Resistance,Supports
6270,fda:DASATINIB,D,Resistance,Supports
6271,rxcui:1147220,D,Resistance,Supports
6273,rxcui:1430438,C,Sensitivity/Response,Supports
6274,fda:DASATINIB,D,Resistance,Supports
6275,rxcui:1147220,D,Resistance,Supports
6285,rxcui:662281,D,Resistance,Supports
6285,fda:DASATINIB,D,Resistance,Supports
6293,rxcui:32592,B,Resistance,Does Not Support
6294,rxcui:153329,B,Resistance,Does Not Support
6296,rxcui:318341,B,Resistance,Supports
6298,rxcui:32592,B,Resistance,Does Not Support
6299,rxcui:153329,B,Resistance,Does Not Support
6301,rxcui:318341,B,Resistance,Supports
6303,rxcui:32592,B,Resistance,Supports
6304,rxcui:153329,B,Resistance,Supports
6306,rxcui:318341,B,Resistance,Supports
6308,fda:DASATINIB,B,Resistance,Does Not Support
6309,fda:DASATINIB,B,Resistance,Supports
6310,fda:DASATINIB,B,Resistance,Does Not Support
6311,fda:DASATINIB,B,Resistance,Does Not Support
6312,rxcui:263034,C,Resistance,Supports
6312,rxcui:318341,C,Resistance,Supports
6314,rxcui:318341,C,Resistance,Supports
6314,rxcui:263034,C,Resistance,Supports
6315,rxcui:318341,B,Resistance,Supports
6315,rxcui:263034,B,Resistance,Supports
6316,rxcui:263034,C,Resistance,Supports
6316,rxcui:318341,C,Resistance,Supports
6317,rxcui:1147220,D,Resistance,Supports
6319,rxcui:318341,C,Resistance,Supports
6319,rxcui:263034,C,Resistance,Supports
6320,rxcui:263034,C,Resistance,Does Not Support
6320,rxcui:318341,C,Resistance,Does Not Support
6322,rxcui:318341,C,Resistance,Supports
6322,rxcui:263034,C,Resistance,Supports
6323,rxcui:263034,C,Resistance,Supports
6323,rxcui:318341,C,Resistance,Supports
6335,rxcui:1307619,B,Resistance,Does Not Support
6336,rxcui:1307619,B,Resistance,Does Not Support
6337,rxcui:1307619,B,Resistance,Does Not Support
6341,ncit:C78186,B,Sensitivity/Response,Supports
6342,rxcui:662281,B,Resistance,Does Not Support
6343,ncit:C78186,B,Sensitivity/Response,Supports
6362,rxcui:263034,B,Resistance,Supports
6362,rxcui:318341,B,Resistance,Supports
6363,rxcui:263034,B,Resistance,Supports
6363,rxcui:318341,B,Resistance,Supports
6375,rxcui:1191,B,Sensitivity/Response,Supports
6376,rxcui:282388,D,Sensitivity/Response,Supports
6380,rxcui:1193325,D,Sensitivity/Response,Supports
6381,rxcui:1193325,C,Sensitivity/Response,Supports
6392,rxcui:2104548,E,Sensitivity/Response,Supports
6393,rxcui:2104548,E,Sensitivity/Response,Supports
6394,rxcui:2104548,E,Sensitivity/Response,Supports
6396,rxcui:2104548,C,Sensitivity/Response,Supports
6400,rxcui:1147220,B,Resistance,Supports
6400,rxcui:1424911,B,Resistance,Supports
6401,rxcui:1424911,B,Resistance,Supports
6401,rxcui:1147220,B,Resistance,Supports
6402,rxcui:153329,B,Resistance,Supports
6403,rxcui:32592,B,Resistance,Supports
6408,iuphar.ligand:5037,D,Resistance,Supports
6408,ncit:C88272,D,Resistance,Supports
6409,rxcui:2550729,C,Sensitivity/Response,Supports
6439,fda:DASATINIB,D,Sensitivity/Response,Supports
6441,rxcui:1547545,B,Resistance,Supports
6441,rxcui:1597876,B,Resistance,Supports
6441,chembl:CHEMBL3707227,B,Resistance,Supports
6473,rxcui:2104548,C,Sensitivity/Response,Supports
6475,rxcui:2104548,C,Sensitivity/Response,Supports
6484,ncit:C1740,B,Resistance,Supports
6567,rxcui:2104548,A,Sensitivity/Response,Supports
6568,rxcui:2104548,A,Sensitivity/Response,Supports
6569,rxcui:2104548,B,Sensitivity/Response,Supports
6930,rxcui:2104548,D,Sensitivity/Response,Supports
6937,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6937,rxcui:1424911,B,Sensitivity/Response,Supports
6938,rxcui:1424911,B,Sensitivity/Response,Supports
6938,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6939,rxcui:1424911,B,Sensitivity/Response,Supports
6939,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6940,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6940,rxcui:1424911,B,Sensitivity/Response,Supports
6941,rxcui:1424911,B,Sensitivity/Response,Supports
6941,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6950,rxcui:2370147,C,Sensitivity/Response,Supports
6952,iuphar.ligand:9332,D,Sensitivity/Response,Supports
6965,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6965,rxcui:1424911,B,Sensitivity/Response,Supports
6966,rxcui:1722365,B,Sensitivity/Response,Supports
6966,rxcui:1147220,B,Sensitivity/Response,Supports
6969,fda:DASATINIB,C,Sensitivity/Response,Supports
6970,rxcui:662281,C,Resistance,Supports
6971,rxcui:662281,C,Resistance,Supports
6975,rxcui:1424911,B,Sensitivity/Response,Supports
6975,fda:TRAMETINIB,B,Sensitivity/Response,Supports
6976,rxcui:282388,C,Sensitivity/Response,Supports
6993,rxcui:282388,C,Resistance,Supports
6996,rxcui:1307619,B,Resistance,Does Not Support
6997,rxcui:1307619,B,Resistance,Does Not Support
6998,rxcui:1307619,B,Resistance,Does Not Support
7007,rxcui:1193325,C,Sensitivity/Response,Supports
7011,ncit:C128462,D,Sensitivity/Response,Supports
7016,rxcui:1597582,D,Sensitivity/Response,Supports
7018,ncit:C103298,C,Sensitivity/Response,Supports
7020,rxcui:282388,C,Resistance,Supports
7021,rxcui:1193325,C,Sensitivity/Response,Supports
7024,rxcui:337525,B,Sensitivity/Response,Supports
7028,rxcui:282388,C,Sensitivity/Response,Supports
7029,fda:DASATINIB,C,Resistance,Does Not Support
7030,fda:DASATINIB,C,Reduced Sensitivity,Supports
7031,fda:DASATINIB,C,Resistance,Does Not Support
7066,rxcui:2370147,B,Sensitivity/Response,Supports
7068,rxcui:2370147,C,Sensitivity/Response,Supports
7069,rxcui:2370147,B,Sensitivity/Response,Supports
7070,rxcui:2370147,B,Sensitivity/Response,Supports
7096,rxcui:318341,E,Resistance,Supports
7096,rxcui:263034,E,Resistance,Supports
7128,fda:DASATINIB,C,Sensitivity/Response,Supports
7128,rxcui:282388,C,Sensitivity/Response,Supports
7155,rxcui:1946825,D,Sensitivity/Response,Supports
7155,rxcui:1601374,D,Sensitivity/Response,Supports
7185,rxcui:10237,B,Sensitivity/Response,Supports
7185,rxcui:140587,B,Sensitivity/Response,Supports
7185,rxcui:1191,B,Sensitivity/Response,Supports
7195,rxcui:282388,E,Sensitivity/Response,Supports
7199,rxcui:141704,D,Sensitivity/Response,Supports
7199,fda:TRAMETINIB,D,Sensitivity/Response,Supports
7208,fda:DASATINIB,C,Sensitivity/Response,Supports
7208,rxcui:3264,C,Sensitivity/Response,Supports
7208,rxcui:11203,C,Sensitivity/Response,Supports
7241,fda:DASATINIB,C,Resistance,Supports
7246,chembl:CHEMBL1201733,C,Sensitivity/Response,Supports
7248,rxcui:282388,C,Sensitivity/Response,Supports
7249,fda:DASATINIB,D,Sensitivity/Response,Supports
7251,fda:DASATINIB,D,Sensitivity/Response,Supports
7254,rxcui:282388,C,Reduced Sensitivity,Supports
7257,rxcui:1193325,C,Sensitivity/Response,Supports
7260,rxcui:2049106,B,Sensitivity/Response,Supports
7260,rxcui:2049122,B,Sensitivity/Response,Supports
7260,rxcui:318341,B,Sensitivity/Response,Supports
7261,rxcui:2123125,A,Sensitivity/Response,Supports
7264,fda:TRAMETINIB,B,Sensitivity/Response,Supports
7264,rxcui:1424911,B,Sensitivity/Response,Supports
7272,rxcui:2477104,B,Sensitivity/Response,Supports
7274,rxcui:1597582,A,Sensitivity/Response,Supports
7275,rxcui:1597582,A,Sensitivity/Response,Supports
7276,rxcui:1597582,A,Sensitivity/Response,Supports
7278,rxcui:2049873,A,Sensitivity/Response,Supports
7282,rxcui:1148495,A,Sensitivity/Response,Supports
7283,rxcui:2105806,B,Sensitivity/Response,Supports
7284,rxcui:1727454,A,Sensitivity/Response,Supports
7285,rxcui:1535457,A,Sensitivity/Response,Supports
7286,rxcui:2103164,B,Sensitivity/Response,Supports
7287,rxcui:2049122,A,Sensitivity/Response,Supports
7287,rxcui:2049106,A,Sensitivity/Response,Supports
7288,rxcui:357977,C,Resistance,Supports
7289,rxcui:357977,C,Resistance,Does Not Support
7292,fda:DASATINIB,C,Sensitivity/Response,Supports
7299,rxcui:1601374,B,Sensitivity/Response,Does Not Support
7300,rxcui:1601374,B,Sensitivity/Response,Does Not Support
7302,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
7312,rxcui:657797,C,Sensitivity/Response,Supports
7312,rxcui:495881,C,Sensitivity/Response,Supports
7313,rxcui:282357,A,Sensitivity/Response,Supports
7313,rxcui:2169285,A,Sensitivity/Response,Supports
7314,drugbank:DB11737,C,Sensitivity/Response,Supports
7315,rxcui:282357,A,Sensitivity/Response,Supports
7315,rxcui:2169285,A,Sensitivity/Response,Supports
7316,rxcui:282357,A,Sensitivity/Response,Supports
7316,rxcui:2169285,A,Sensitivity/Response,Supports
7318,rxcui:2169285,A,Sensitivity/Response,Supports
7318,rxcui:282357,A,Sensitivity/Response,Supports
7329,ncit:C104267,B,Sensitivity/Response,Supports
7331,rxcui:1601374,B,Sensitivity/Response,Supports
7331,rxcui:282357,B,Sensitivity/Response,Supports
7355,rxcui:318341,B,Sensitivity/Response,Supports
7355,rxcui:1147220,B,Sensitivity/Response,Supports
7355,rxcui:153329,B,Sensitivity/Response,Supports
7361,rxcui:1148495,B,Sensitivity/Response,Supports
7362,rxcui:1148495,B,Sensitivity/Response,Supports
7363,fda:DACOMITINIB,A,Sensitivity/Response,Supports
7366,rxcui:282388,B,Sensitivity/Response,Supports
7366,rxcui:81992,B,Sensitivity/Response,Supports
7366,ncit:C71603,B,Sensitivity/Response,Supports
7366,rxcui:24698,B,Sensitivity/Response,Supports
7366,rxcui:6851,B,Sensitivity/Response,Supports
7369,rxcui:1364347,D,Sensitivity/Response,Supports
7370,rxcui:495881,D,Sensitivity/Response,Does Not Support
7370,rxcui:357977,D,Sensitivity/Response,Does Not Support
7375,rxcui:495881,D,Sensitivity/Response,Does Not Support
7375,rxcui:357977,D,Sensitivity/Response,Does Not Support
7378,rxcui:495881,D,Sensitivity/Response,Supports
7378,rxcui:357977,D,Sensitivity/Response,Supports
7379,rxcui:1364347,D,Sensitivity/Response,Supports
7380,rxcui:1364347,D,Sensitivity/Response,Supports
7382,rxcui:357977,D,Sensitivity/Response,Supports
7382,rxcui:495881,D,Sensitivity/Response,Supports
7384,rxcui:1597582,A,Sensitivity/Response,Supports
7385,rxcui:1597582,A,Sensitivity/Response,Supports
7392,rxcui:357977,D,Sensitivity/Response,Supports
7393,rxcui:282388,D,Sensitivity/Response,Supports
7393,rxcui:1364347,D,Sensitivity/Response,Supports
7395,rxcui:1364347,D,Sensitivity/Response,Supports
7395,rxcui:282388,D,Sensitivity/Response,Supports
7397,rxcui:1364347,D,Sensitivity/Response,Supports
7397,rxcui:357977,D,Sensitivity/Response,Supports
7401,rxcui:1364347,D,Resistance,Does Not Support
7402,rxcui:495881,D,Resistance,Supports
7402,rxcui:1147220,D,Resistance,Supports
7413,rxcui:1364347,D,Resistance,Does Not Support
7414,rxcui:357977,D,Resistance,Supports
7414,rxcui:282388,D,Resistance,Supports
7415,rxcui:282388,D,Resistance,Supports
7415,rxcui:357977,D,Resistance,Supports
7416,rxcui:282388,D,Resistance,Supports
7417,rxcui:357977,D,Resistance,Does Not Support
7417,rxcui:1364347,D,Resistance,Does Not Support
7418,rxcui:2104548,C,Sensitivity/Response,Supports
7419,rxcui:2104548,C,Sensitivity/Response,Supports
7420,rxcui:2104548,C,Sensitivity/Response,Supports
7421,rxcui:2197862,C,Sensitivity/Response,Does Not Support
7422,rxcui:2123125,A,Sensitivity/Response,Supports
7430,rxcui:6851,D,Resistance,Supports
7430,rxcui:142433,D,Resistance,Supports
7444,rxcui:1601374,B,Resistance,Does Not Support
7446,rxcui:2395271,B,Sensitivity/Response,Supports
7447,rxcui:2049873,B,Sensitivity/Response,Supports
7449,ncit:C88329,C,Sensitivity/Response,Does Not Support
7463,rxcui:282388,C,Sensitivity/Response,Does Not Support
7465,rxcui:282388,D,Resistance,Supports
7465,fda:DASATINIB,D,Resistance,Supports
7468,rxcui:2169285,A,Sensitivity/Response,Supports
7468,rxcui:282357,A,Sensitivity/Response,Supports
7480,ncit:C107245,C,Sensitivity/Response,Supports
7481,rxcui:2197862,C,Sensitivity/Response,Supports
7483,rxcui:2103164,D,Sensitivity/Response,Supports
7487,rxcui:2361596,B,Sensitivity/Response,Supports
7488,ncit:C95726,B,Sensitivity/Response,Supports
7492,rxcui:1430438,C,Sensitivity/Response,Supports
7493,rxcui:1430438,C,Sensitivity/Response,Supports
7496,rxcui:2104548,A,Sensitivity/Response,Supports
7498,rxcui:1148495,C,Sensitivity/Response,Supports
7540,chembl:CHEMBL1201733,C,Sensitivity/Response,Supports
7540,rxcui:194337,C,Sensitivity/Response,Supports
7552,rxcui:263034,D,Sensitivity/Response,Supports
7552,rxcui:153329,D,Sensitivity/Response,Supports
7553,rxcui:1147220,D,Sensitivity/Response,Does Not Support
7554,rxcui:1147220,D,Sensitivity/Response,Does Not Support
7556,rxcui:1147220,D,Sensitivity/Response,Does Not Support
7566,rxcui:2555,B,Sensitivity/Response,Supports
7566,rxcui:12574,B,Sensitivity/Response,Supports
7572,rxcui:2625882,D,Sensitivity/Response,Supports
7583,rxcui:1147220,B,Sensitivity/Response,Supports
7586,ncit:C128037,B,Resistance,Supports
7587,ncit:C128057,B,Resistance,Supports
7601,ncit:C113792,B,Sensitivity/Response,Supports
7610,rxcui:1721560,B,Sensitivity/Response,Supports
7612,rxcui:2049122,B,Sensitivity/Response,Supports
7612,rxcui:2049106,B,Sensitivity/Response,Supports
7612,rxcui:318341,B,Sensitivity/Response,Supports
7616,ncit:C155322,C,Sensitivity/Response,Supports
7629,ncit:C155322,C,Sensitivity/Response,Supports
7629,ncit:C69145,C,Sensitivity/Response,Supports
